H Table: (M=2.0,Z=0.03)

Isotopes	Yields
n-1		6.6732552E-100	
H-1		4.5274403E-01	
H-2		2.5596952E-06	
He-3		2.0681825E-04	
He-4		1.8804773E-01	
Be-7		4.0788472E-11	
B-8   		4.1348553E-28	
Li-7		1.4575280E-10	
C-11		2.7831869E-27	
B-11		2.8624140E-09	
C-12		6.9449171E-03	
C-13		1.0226164E-04	
N-13		3.2085981E-21	
N-14		2.5480201E-03	
C-14		6.7340623E-09	
N-15		2.0430345E-06	
O-16		1.1214667E-02	
O-17		4.8347476E-05	
O-18		1.5988284E-05	
F-17		6.6732552E-100	
F-18		2.5182983E-84	
F-19		1.0278808E-06	
Ne-20		1.8237840E-03	
Ne-21 		4.7699344E-06	
Ne-22		5.6279341E-04	
Na-22		1.3444447E-17	
Na-23		5.3007033E-05	
Mg-23		6.6732552E-100	
Mg-24		5.8977258E-04	
Mg-25		9.1850512E-05	
Mg-26		1.1772959E-04	
Al-26		1.0038126E-07	
Al-27		6.5546489E-05	
Si-27		6.6732552E-100	
Si-28		7.4666726E-04	
Si-29		3.9563319E-05	
Si-30		2.7730685E-05	
P-31		7.2378135E-06	
S-31		6.6732552E-100	
Be-8		6.6732552E-100	
O-14		6.6732552E-100	
O-15		5.4853910E-25	
Na-21		6.6732552E-100	
Al-25		6.6732552E-100	
P-29		6.6732552E-100	
P-30		6.6732552E-100	
Pb-206		2.9137403E-09	
Pb-207		3.1579713E-09	
Bi-211		6.6732552E-100	
Po-210		6.6732552E-100	
F-20		6.6732552E-100	
Ne-19		6.6732552E-100	
Na-24		6.6732552E-100	
Mg-27		6.6732552E-100	
Mg-28		6.6732552E-100	
Al-28		6.6732552E-100	
Al-29		6.6732552E-100	
Si-31		6.6732552E-100	
Si-32		2.8602203E-12	
P-32		6.4940954E-16	
P-33		6.6732552E-100	
P-34		6.6732552E-100	
P-35		6.6732552E-100	
S-32		4.0109855E-04	
S-33		3.3619992E-06	
S-34		1.9190901E-05	
S-35		6.6732552E-100	
S-36		1.1084049E-07	
S-37		6.6732552E-100	
S-38		6.6732552E-100	
Cl-34		6.6732552E-100	
Cl-35		6.8007919E-06	
Cl-36		7.4173633E-09	
Cl-37		2.5245584E-06	
Cl-38		6.6732552E-100	
Cl-39		6.6732552E-100	
Cl-40		6.6732552E-100	
Ar-35		6.6732552E-100	
Ar-36		8.1778203E-05	
Ar-37		4.8720883E-11	
Ar-38		1.5952430E-05	
Ar-39		7.0989920E-09	
Ar-40		3.2511488E-08	
Ar-41		6.6732552E-100	
Ar-42		2.7329287E-16	
Ar-43		6.6732552E-100	
Ar-44		6.6732552E-100	
K-38		6.6732552E-100	
K-39		3.9190317E-06	
K-40		1.0053969E-08	
K-41		3.0927588E-07	
K-42		1.1957690E-20	
K-43		6.6732552E-100	
K-44		6.6732552E-100	
K-45		6.6732552E-100	
K-46		6.6732552E-100	
Ca-39		6.6732552E-100	
Ca-40		7.2147407E-05	
Ca-41		1.4661352E-08	
Ca-42		5.2812027E-07	
Ca-43		1.1291855E-07	
Ca-44		1.7166012E-06	
Ca-45		6.6732552E-100	
Ca-46		3.8124420E-09	
Ca-47		6.6732552E-100	
Ca-48		1.6752439E-07	
Ca-49		6.6732552E-100	
Sc-43		6.6732552E-100	
Sc-44		6.6732552E-100	
Sc-45		5.7708670E-08	
Sc-46		6.6732552E-100	
Sc-47		6.6732552E-100	
Sc-48		6.6732552E-100	
Sc-49		6.6732552E-100	
Sc-50		6.6732552E-100	
Ti-44		1.3761449E-23	
Ti-45		6.6732552E-100	
Ti-46		3.2539195E-07	
Ti-47		2.9638348E-07	
Ti-48		2.9909388E-06	
Ti-49		2.4589360E-07	
Ti-50		2.4157522E-07	
Ti-51		6.6732552E-100	
Ti-52		6.6732552E-100	
V-47		6.6732552E-100	
V-48		6.6732552E-100	
V-49		1.0080207E-18	
V-50		1.0044470E-09	
V-51		4.1392602E-07	
V-52		6.6732552E-100	
V-53		6.6732552E-100	
Cr-48		6.6732552E-100	
Cr-49		6.6732552E-100	
Cr-50		8.1748000E-07	
Cr-51		1.3512658E-12	
Cr-52		1.6550943E-05	
Cr-53		1.9146439E-06	
Cr-54		5.5374196E-07	
Cr-55		6.6732552E-100	
Cr-56		6.6732552E-100	
Mn-51		6.6732552E-100	
Mn-52		6.6732552E-100	
Mn-53		1.9083088E-18	
Mn-54		6.4997008E-19	
Mn-55		1.1033981E-05	
Mn-56		6.6732552E-100	
Mn-57		6.6732552E-100	
Fe-52		6.6732552E-100	
Fe-53		6.6732552E-100	
Fe-54		8.0453899E-05	
Fe-55		1.1776547E-07	
Fe-56		1.3180579E-03	
Fe-57		3.3453989E-05	
Fe-58		7.7489102E-06	
Fe-59		6.6732552E-100	
Fe-60		3.7608817E-08	
Fe-61		6.6732552E-100	
Co-55		6.6732552E-100	
Co-56		6.6732552E-100	
