H Table: (M=25.0,Z=0.0001)
#H Lifetime: 7.921E+06
#H Mfinal: 6.380E+00
 Isotopes  Yields     
 Sr-88     1.606E-09  
 Y-89      3.817E-10  
 Zr-90     3.679E-10  
 Zr-91     9.809E-11  
 Zr-92     1.268E-10  
 Zr-94     1.248E-10  
 Zr-96     2.750E-11  
 Nb-93     5.261E-11  
 Mo-92     1.627E-11  
 Mo-94     1.155E-11  
 Mo-95     3.755E-11  
 Mo-96     2.388E-11  
 Mo-97     2.264E-11  
 Mo-98     4.021E-11  
 Mo-100    1.873E-11  
 Ru-96     4.591E-12  
 Ru-98     1.642E-12  
 Ru-99     1.654E-11  
 Ru-100    1.322E-11  
 Ru-101    1.904E-11  
 Ru-102    3.704E-11  
 Ru-104    2.113E-11  
 Rh-103    2.394E-11  
 Pd-102    6.614E-13  
 Pd-104    9.275E-12  
 Pd-105    1.929E-11  
 Pd-106    2.365E-11  
 Pd-108    2.417E-11  
 Pd-110    1.026E-11  
 Ag-107    1.498E-11  
 Ag-109    1.426E-11  
 Cd-106    9.911E-13  
 Cd-108    1.039E-12  
 Cd-110    1.302E-11  
 Cd-111    1.275E-11  
 Cd-112    2.519E-11  
 Cd-113    1.210E-11  
 Cd-114    3.093E-11  
 Cd-116    8.865E-12  
 In-113    2.220E-12  
 In-115    1.086E-11  
 Sn-112    1.984E-12  
 Sn-114    6.465E-12  
 Sn-115    8.442E-13  
 Sn-116    3.509E-11  
 Sn-117    1.857E-11  
 Sn-118    6.061E-11  
 Sn-119    2.123E-11  
 Sn-120    8.402E-11  
 Sn-122    1.338E-11  
 Sn-124    1.742E-11  
 Sb-121    1.264E-11  
 Sb-123    9.222E-12  
 Te-120    2.536E-13  
 Te-122    8.256E-12  
 Te-123    2.880E-12  
 Te-124    1.620E-11  
 Te-125    2.301E-11  
 Te-126    6.434E-11  
 Te-128    9.903E-11  
 Te-130    1.079E-10  
 I-127     2.731E-11  
 Xe-124    3.440E-13  
 Xe-126    3.048E-13  
 Xe-128    8.108E-12  
 Xe-129    8.044E-11  
 Xe-130    1.928E-11  
 Xe-131    6.623E-11  
 Xe-132    9.250E-11  
 Xe-134    4.057E-11  
 Xe-136    4.056E-11  
 Cs-133    2.752E-11  
 Ba-130    2.825E-13  
 Ba-132    2.752E-13  
 Ba-134    1.039E-11  
 Ba-135    2.224E-11  
 Ba-136    3.248E-11  
 Ba-137    4.158E-11  
 Ba-138    2.667E-10  
 La-138    2.327E-14  
 La-139    3.518E-11  
 Ce-136    1.309E-13  
 Ce-138    1.823E-13  
 Ce-140    7.879E-11  
 Ce-142    1.183E-11  
 Pr-141    1.398E-11  
 Nd-142    1.845E-11  
 Nd-143    9.242E-12  
 Nd-144    1.903E-11  
 Nd-145    7.289E-12  
 Nd-146    1.330E-11  
 Nd-148    4.431E-12  
 Nd-150    4.292E-12  
 Sm-144    5.895E-13  
 Sm-147    4.185E-12  
 Sm-148    2.503E-12  
 Sm-149    3.044E-12  
 Sm-150    1.775E-12  
 Sm-152    6.401E-12  
 Sm-154    5.766E-12  
 Eu-151    3.598E-12  
 Eu-153    3.943E-12  
 Gd-152    5.400E-14  
 Gd-154    6.034E-13  
 Gd-155    4.159E-12  
 Gd-156    5.695E-12  
 Gd-157    4.243E-12  
 Gd-158    7.147E-12  
 Gd-160    6.470E-12  
 Tb-159    4.884E-12  
 Dy-156    1.562E-14  
 Dy-158    2.858E-14  
 Dy-160    8.718E-13  
 Dy-161    6.226E-12  
 Dy-162    9.059E-12  
 Dy-163    8.073E-12  
 Dy-164    1.015E-11  
 Ho-165    1.417E-11  
 Er-162    2.504E-14  
 Er-164    3.981E-13  
 Er-166    7.026E-12  
 Er-167    4.790E-12  
 Er-168    6.368E-12  
 Er-170    3.592E-12  
 Tm-169    3.224E-12  
 Yb-168    2.464E-14  
 Yb-170    8.547E-13  
 Yb-171    3.379E-12  
 Yb-172    5.486E-12  
 Yb-173    3.756E-12  
 Yb-174    8.491E-12  
 Yb-176    3.470E-12  
 Lu-175    3.200E-12  
 Lu-176    8.922E-13  
 Hf-174    1.917E-14  
 Hf-176    7.270E-13  
 Hf-177    2.694E-12  
 Hf-178    5.034E-12  
 Hf-179    2.131E-12  
 Hf-180    6.271E-12  
 Ta-180    1.724E-15  
 Ta-181    3.693E-12  
 W-180     2.874E-14  
 W-182     4.412E-12  
 W-183     2.336E-12  
 W-184     5.002E-12  
 W-186     4.147E-12  
 Re-185    2.112E-12  
 Re-187    3.393E-12  
 Os-184    1.107E-14  
 Os-186    1.105E-12  
 Os-187    7.709E-13  
 Os-188    9.133E-12  
 Os-189    9.742E-12  
 Os-190    1.674E-11  
 Os-192    2.522E-11  
 Ir-191    2.154E-11  
 Ir-193    3.643E-11  
 Pt-190    1.571E-14  
 Pt-192    1.104E-12  
 Pt-194    4.066E-11  
 Pt-195    4.101E-11  
 Pt-196    3.556E-11  
 Pt-198    9.803E-12  
 Au-197    1.918E-11  
 Hg-196    4.790E-14  
 Hg-198    7.711E-12  
 Hg-199    8.199E-12  
 Hg-200    1.268E-11  
 Hg-201    6.574E-12  
 Hg-202    1.535E-11  
 Hg-204    6.173E-12  
 Tl-203    8.626E-12  
 Tl-205    1.636E-11  
 Pb-204    7.007E-12  
 Pb-208    1.747E-10  
 Bi-209    1.752E-11  
