H Table: (M=1.65,Z=0.001)
#H Lifetime: 1.323E+09
#H Mfinal: 6.169E-01
 Isotopes  Yields   
 Sn-118    5.057E-11
 Sn-119    1.702E-11
 Sn-120    7.154E-11
 Sn-122    1.066E-11
 Sn-124    8.215E-12
 Sb-121    8.560E-12
 Sb-123    5.436E-12
 Te-120    1.635E-13
 Te-122    7.750E-12
 Te-123    2.696E-12
 Te-124    1.506E-11
 Te-125    1.483E-11
 Te-126    4.585E-11
 Te-128    5.910E-11
 Te-130    6.295E-11
 I-127     1.623E-11
 Xe-124    2.218E-13
 Xe-126    1.958E-13
 Xe-128    7.639E-12
 Xe-129    5.072E-11
 Xe-130    1.579E-11
 Xe-131    4.265E-11
 Xe-132    6.428E-11
 Xe-134    2.125E-11
 Xe-136    1.527E-11
 Cs-133    1.662E-11
 Ba-130    1.821E-13
 Ba-132    1.770E-13
 Ba-134    9.132E-12
 Ba-135    1.549E-11
 Ba-136    2.967E-11
 Ba-137    3.565E-11
 Ba-138    3.257E-10
 La-138    1.594E-14
 La-139    4.125E-11
 Ce-136    8.419E-14
 Ce-138    1.154E-13
 Ce-140    1.093E-10
 Ce-142    8.955E-12
 Pr-141    1.420E-11
 Nd-142    2.684E-11
 Nd-143    7.471E-12
 Nd-144    1.890E-11
 Nd-145    4.980E-12
 Nd-146    1.570E-11
 Nd-148    3.910E-12
 Nd-150    2.197E-12
 Sm-144    3.706E-13
 Sm-147    2.931E-12
 Sm-148    3.211E-12
 Sm-149    2.142E-12
 Sm-150    2.814E-12
 Sm-152    5.058E-12
 Sm-154    3.557E-12
 Eu-151    2.322E-12
 Eu-153    2.582E-12
 Gd-152    5.090E-14
 Gd-154    9.504E-13
 Gd-155    2.604E-12
 Gd-156    4.449E-12
 Gd-157    2.992E-12
 Gd-158    6.289E-12
 Gd-160    3.794E-12
 Tb-159    3.331E-12
 Dy-156    1.007E-14
 Dy-158    1.752E-14
 Dy-160    1.253E-12
 Dy-161    3.977E-12
 Dy-162    6.665E-12
 Dy-163    5.307E-12
 Dy-164    8.280E-12
 Ho-165    1.003E-11
 Er-162    1.614E-14
 Er-164    4.895E-13
 Er-166    5.247E-12
 Er-167    3.377E-12
 Er-168    5.707E-12
 Er-170    3.150E-12
 Tm-169    2.391E-12
 Yb-168    1.588E-14
 Yb-170    9.972E-13
 Yb-171    2.876E-12
 Yb-172    5.166E-12
 Yb-173    3.237E-12
 Yb-174    9.581E-12
 Yb-176    3.780E-12
 Lu-175    2.617E-12
 Lu-176    1.032E-12
 Hf-174    1.236E-14
 Hf-176    6.343E-13
 Hf-177    2.147E-12
 Hf-178    5.189E-12
 Hf-179    2.140E-12
 Hf-180    8.842E-12
 Ta-180    2.455E-16
 Ta-181    3.260E-12
 W-180     8.588E-15
 W-182     4.462E-12
 W-183     2.667E-12
 W-184     6.490E-12
 W-186     4.270E-12
 Re-185    2.097E-12
 Re-187    2.317E-12
 Os-184    7.136E-15
 Os-186    1.937E-12
 Os-187    9.965E-13
 Os-188    8.451E-12
 Os-189    6.748E-12
 Os-190    1.366E-11
 Os-192    1.764E-11
 Ir-191    1.431E-11
 Ir-193    2.419E-11
 Pt-190    1.013E-14
 Pt-192    1.406E-12
 Pt-194    2.831E-11
 Pt-195    2.711E-11
 Pt-196    2.532E-11
 Pt-198    6.005E-12
 Au-197    1.268E-11
 Hg-196    3.024E-14
 Hg-198    7.470E-12
 Hg-199    5.991E-12
 Hg-200    1.358E-11
 Hg-201    6.591E-12
 Hg-202    2.226E-11
 Hg-204    1.994E-12
 Tl-203    1.085E-11
 Tl-205    2.050E-11
 Pb-204    1.286E-11
 Pb-208    1.278E-09
 Bi-209    3.706E-11
