H Table: (M=1.65,Z=0.001)
#H Lifetime: 1.323E+09
#H Mfinal: 6.169E-01
 Isotopes  Yields   
 H-1       7.305E-01
 H-2       3.809E-06
 He-3      2.790E-04
 He-4      2.824E-01
 Li-7      3.018E-11
 B-11      2.953E-11
 C-12      1.337E-02
 C-13      3.648E-06
 N-14      1.036E-04
 N-15      2.213E-08
 O-16      5.933E-03
 O-17      3.625E-06
 O-18      1.602E-07
 F-19      9.664E-07
 Ne-20     8.272E-05
 Ne-21     2.853E-07
 Ne-22     3.252E-04
 Na-23     2.567E-06
 Mg-24     1.701E-05
 Mg-25     6.051E-06
 Mg-26     1.358E-05
 Al-27     7.956E-07
 Si-28     1.562E-05
 Si-29     4.294E-07
 Si-30     3.731E-07
 P-31      9.922E-08
 Pb-206    1.152E-10
 Pb-207    1.472E-10
 S-32      1.119E-05
 S-33      3.830E-08
 S-34      2.091E-07
 S-36      2.271E-09
 Cl-35     6.946E-08
 Cl-37     4.057E-08
 Ar-36     1.663E-06
 Ar-38     1.741E-07
 Ar-40     1.231E-09
 K-39      4.241E-08
 K-40      3.269E-10
 K-41      4.229E-09
 Ca-40     1.228E-06
 Ca-42     6.735E-09
 Ca-43     1.503E-09
 Ca-44     1.894E-08
 Ca-46     1.280E-10
 Ca-48     1.724E-09
 Sc-45     8.336E-10
 Ti-46     3.647E-09
 Ti-47     3.155E-09
 Ti-48     5.447E-08
 Ti-49     2.920E-09
 Ti-50     3.790E-09
 V-50      1.023E-11
 V-51      4.279E-09
 Cr-50     8.325E-09
 Cr-52     1.692E-07
 Cr-53     1.957E-08
 Cr-54     6.692E-09
 Mn-55     1.128E-07
 Fe-54     8.189E-07
 Fe-56     1.344E-05
 Fe-57     3.460E-07
 Fe-58     1.231E-07
 Co-59     6.454E-08
 Ni-58     5.761E-07
 Ni-60     2.564E-07
 Ni-61     2.031E-08
 Ni-62     5.755E-08
 Ni-64     3.541E-08
 Cu-63     2.290E-08
 Cu-65     1.299E-08
 Zn-64     1.433E-08
 Zn-66     1.617E-08
 Zn-67     3.082E-09
 Zn-68     1.606E-08
 Zn-70     1.699E-10
 Ga-69     2.054E-09
 Ga-71     1.507E-09
 Ge-70     2.878E-09
 Ge-72     3.097E-09
 Ge-73     8.900E-10
 Ge-74     4.722E-09
 Ge-76     2.089E-10
 As-75     5.232E-10
 Se-74     1.203E-11
 Se-76     9.564E-10
 Se-77     4.287E-10
 Se-78     2.240E-09
 Se-80     2.488E-09
 Se-82     1.338E-10
 Br-79     5.362E-10
 Br-81     4.491E-10
 Kr-78     3.919E-12
 Kr-80     5.223E-11
 Kr-82     8.620E-10
 Kr-83     3.921E-10
 Kr-84     2.365E-09
 Kr-86     1.082E-09
 Rb-85     6.509E-10
 Rb-87     4.331E-10
 Sr-84     3.242E-12
 Sr-86     4.396E-10
 Sr-87     2.662E-10
 Sr-88     2.273E-09
 Y-89      4.968E-10
 Zr-90     3.753E-10
 Zr-91     9.471E-11
 Zr-92     1.532E-10
 Zr-94     1.135E-10
 Zr-96     2.881E-11
 Nb-93     4.592E-11
 Mo-92     1.019E-11
 Mo-94     6.583E-12
 Mo-95     2.076E-11
 Mo-96     2.563E-11
 Mo-97     1.160E-11
 Mo-98     3.197E-11
 Mo-100    8.291E-12
 Ru-96     2.940E-12
 Ru-98     1.014E-12
 Ru-99     8.920E-12
 Ru-100    1.321E-11
 Ru-101    1.096E-11
 Ru-102    2.659E-11
 Ru-104    1.140E-11
 Rh-103    1.218E-11
 Pd-102    4.260E-13
 Pd-104    9.158E-12
 Pd-105    1.082E-11
 Pd-106    1.727E-11
 Pd-108    1.830E-11
 Pd-110    5.864E-12
 Ag-107    8.933E-12
 Ag-109    9.353E-12
 Cd-106    6.375E-13
 Cd-108    4.746E-13
 Cd-110    1.186E-11
 Cd-111    8.677E-12
 Cd-112    1.989E-11
 Cd-113    8.650E-12
 Cd-114    2.551E-11
 Cd-116    5.896E-12
 In-113    2.619E-13
 In-115    7.912E-12
 Sn-112    1.227E-12
 Sn-114    8.501E-13
 Sn-115    4.410E-13
 Sn-116    3.054E-11
 Sn-117    1.404E-11
