H Table: (M=15.0,Z=0.001)
#H Lifetime: 1.432E+07
#H Mfinal: 1.620E+00
 Isotopes  Yields     
 Zn-68     8.725E-04  
 Zn-70     4.330E-08  
 Ga-69     2.782E-06  
 Ga-71     5.720E-07  
 Ge-70     9.422E-06  
 Ge-72     2.155E-05  
 Ge-73     3.288E-07  
 Ge-74     3.971E-07  
 Ge-76     1.860E-08  
 As-75     1.145E-07  
 Se-74     1.924E-06  
 Se-76     6.016E-07  
 Se-77     7.157E-08  
 Se-78     2.094E-07  
 Se-80     9.793E-08  
 Se-82     1.019E-08  
 Br-79     5.432E-08  
 Br-81     3.319E-08  
 Kr-78     3.291E-07  
 Kr-80     3.748E-08  
 Kr-82     1.405E-07  
 Kr-83     4.995E-08  
 Kr-84     2.393E-07  
 Kr-86     4.744E-08  
 Rb-85     6.896E-08  
 Rb-87     3.048E-08  
 Sr-84     1.696E-08  
 Sr-86     8.381E-08  
 Sr-87     5.220E-08  
 Sr-88     3.935E-07  
 Y-89      8.591E-08  
 Zr-90     8.247E-08  
 Zr-91     2.026E-08  
 Zr-92     1.975E-08  
 Zr-94     1.007E-08  
 Zr-96     1.348E-09  
 Nb-93     5.995E-09  
 Mo-92     1.504E-07  
 Mo-94     7.780E-10  
 Mo-95     2.350E-09  
 Mo-96     2.189E-09  
 Mo-97     1.172E-09  
 Mo-98     3.727E-09  
 Mo-100    1.380E-10  
 Ru-96     1.408E-10  
 Ru-98     1.407E-10  
 Ru-99     2.275E-10  
 Ru-100    9.110E-10  
 Ru-101    3.029E-10  
 Ru-102    2.340E-09  
 Ru-104    3.626E-10  
 Rh-103    3.198E-10  
 Pd-102    2.067E-10  
 Pd-104    4.060E-10  
 Pd-105    2.276E-10  
 Pd-106    1.096E-09  
 Pd-108    1.519E-09  
 Pd-110    1.773E-10  
 Ag-107    1.912E-10  
 Ag-109    3.314E-10  
 Cd-106    1.513E-10  
 Cd-108    1.544E-10  
 Cd-110    7.169E-10  
 Cd-111    2.233E-10  
 Cd-112    1.312E-09  
 Cd-113    1.783E-10  
 Cd-114    1.458E-09  
 Cd-116    1.541E-10  
 In-113    1.527E-11  
 In-115    1.216E-10  
 Sn-112    3.417E-10  
 Sn-114    6.528E-10  
 Sn-115    6.683E-11  
 Sn-116    1.344E-09  
 Sn-117    4.509E-10  
 Sn-118    2.739E-09  
 Sn-119    3.951E-10  
 Sn-120    3.074E-09  
 Sn-122    2.490E-10  
 Sn-124    1.722E-10  
 Sb-121    2.057E-10  
 Sb-123    1.195E-10  
 Te-120    2.080E-11  
 Te-122    2.780E-10  
 Te-123    5.773E-11  
 Te-124    5.869E-10  
 Te-125    2.371E-10  
 Te-126    1.300E-09  
 Te-128    7.202E-10  
 Te-130    7.258E-10  
 I-127     2.513E-10  
 Xe-124    3.254E-11  
 Xe-126    3.631E-11  
 Xe-128    2.979E-10  
 Xe-129    6.003E-10  
 Xe-130    5.500E-10  
 Xe-131    5.252E-10  
 Xe-132    1.363E-09  
 Xe-134    3.334E-10  
 Xe-136    2.788E-10  
 Cs-133    2.613E-10  
 Ba-130    1.391E-10  
 Ba-132    1.466E-11  
 Ba-134    1.703E-10  
 Ba-135    2.346E-10  
 Ba-136    8.926E-10  
 Ba-137    5.297E-10  
 Ba-138    3.981E-09  
 La-138    1.715E-13  
 La-139    4.337E-10  
 Ce-136    2.507E-11  
 Ce-138    1.032E-11  
 Ce-140    8.970E-10  
 Ce-142    7.796E-11  
 Pr-141    1.187E-10  
 Nd-142    2.036E-10  
 Nd-143    6.065E-11  
 Nd-144    1.295E-10  
 Nd-145    4.479E-11  
 Nd-146    9.652E-11  
 Nd-148    2.807E-11  
 Nd-150    2.725E-11  
 Sm-144    4.613E-11  
 Sm-147    2.507E-11  
 Sm-148    1.946E-11  
 Sm-149    1.919E-11  
 Sm-150    1.528E-11  
 Sm-152    4.581E-11  
 Sm-154    4.217E-11  
 Eu-151    2.359E-11  
 Eu-153    2.587E-11  
 Gd-152    7.645E-13  
 Gd-154    4.766E-12  
 Gd-155    2.505E-11  
 Gd-156    4.237E-11  
 Gd-157    2.588E-11  
 Gd-158    5.043E-11  
 Gd-160    3.883E-11  
 Tb-159    3.164E-11  
 Dy-156    3.958E-13  
 Dy-158    8.408E-13  
 Dy-160    9.784E-12  
 Dy-161    3.974E-11  
 Dy-162    6.521E-11  
 Dy-163    5.004E-11  
 Dy-164    6.504E-11  
 Ho-165    9.306E-11  
 Er-162    8.096E-13  
 Er-164    6.405E-12  
 Er-166    5.329E-11  
 Er-167    3.109E-11  
 Er-168    4.767E-11  
 Er-170    2.396E-11  
 Tm-169    2.243E-11  
 Yb-168    1.656E-12  
 Yb-170    1.211E-11  
 Yb-171    2.255E-11  
 Yb-172    4.826E-11  
 Yb-173    2.409E-11  
 Yb-174    5.599E-11  
 Yb-176    2.288E-11  
 Lu-175    2.191E-11  
 Lu-176    1.452E-11  
 Hf-174    2.273E-12  
 Hf-176    1.379E-11  
 Hf-177    1.780E-11  
 Hf-178    3.879E-11  
 Hf-179    1.436E-11  
 Hf-180    4.262E-11  
 Ta-180    2.662E-14  
 Ta-181    2.541E-11  
 W-180     3.707E-12  
 W-182     4.311E-11  
 W-183     1.482E-11  
 W-184     3.765E-11  
 W-186     2.715E-11  
 Re-185    1.393E-11  
 Re-187    2.149E-11  
 Os-184    1.974E-12  
 Os-186    9.875E-12  
 Os-187    5.625E-12  
 Os-188    6.671E-11  
 Os-189    6.284E-11  
 Os-190    1.134E-10  
 Os-192    1.656E-10  
 Ir-191    1.416E-10  
 Ir-193    2.408E-10  
 Pt-190    9.040E-13  
 Pt-192    1.184E-11  
 Pt-194    2.783E-10  
 Pt-195    2.714E-10  
 Pt-196    2.394E-10  
 Pt-198    6.715E-11  
 Au-197    1.268E-10  
 Hg-196    1.206E-11  
 Hg-198    4.407E-11  
 Hg-199    5.180E-11  
 Hg-200    9.843E-11  
 Hg-201    3.993E-11  
 Hg-202    1.197E-10  
 Hg-204    4.643E-11  
 Tl-203    6.425E-11  
 Tl-205    1.105E-10  
 Pb-204    6.669E-11  
 Pb-208    1.399E-09  
 Bi-209    1.204E-10  
