H Ejected Yields
H in solar masses
   Isotope     m3z1m3-bigpoc       m2z1m3-bigpoc       m2z2m3-bigpoc     
   Tc-104      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tc-105      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ru-94       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ru-95       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ru-96       5.07492536863e-12   2.95687088819e-12   1.9996472727e-12  
   Ru-97       9.35977780565e-22   8.73796306218e-24   4.83340380376e-23 
   Ru-98       1.74860568877e-12   1.02447446479e-12   7.07002237905e-13 
   Ru-99       1.29866476229e-11   7.34604700271e-12   1.50988402201e-11 
   Ru-100      9.06760836198e-11   3.77562685615e-11   1.0441538463e-10  
   Ru-101      3.43141502242e-11   1.63799823108e-11   2.8330888435e-11  
   Ru-102      1.45185388456e-10   6.11608208183e-11   1.49244122766e-10 
   Ru-103      2.25774294634e-17   4.72102272352e-22   2.54342772144e-19 
   Ru-104      2.49746616625e-11   1.22227933231e-11   9.17322429248e-12 
   Ru-105      6.86317484071e-23   4.35103289446e-25   1.364707993e-23   
   Ru-106      6.88949056565e-20   2.32315162683e-29   4.85737944916e-27 
   Rh-98       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Rh-99       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Rh-100      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Rh-101      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Rh-102      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Rh-103      3.88674423941e-11   1.84215700923e-11   3.21433880111e-11 
   Rh-104      5.47094541039e-27   7.76131795204e-30   1.55405054858e-26 
   Rh-105      7.11327868691e-19   1.53667481456e-23   1.86793804926e-21 
   Rh-106      6.79603987916e-26   3.00641664994e-60   2.76590625605e-35 
   Rh-107      1.01546052835e-36   1.03788789024e-99   3.69310986331e-100
   Rh-108      1.08105731602e-45   1.03788789024e-99   3.69310986331e-100
   Pd-99       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pd-100      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pd-101      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pd-102      7.3562134809e-13    4.27942403763e-13   2.8795051804e-13  
   Pd-103      8.92948318909e-23   2.93368816384e-23   5.17052202648e-23 
   Pd-104      6.89316139956e-11   2.78542870791e-11   8.07818008018e-11 
   Pd-105      3.31546066402e-11   1.57857780028e-11   2.70265978975e-11 
   Pd-106      9.56494320191e-11   4.00290253028e-11   1.00852424831e-10 
   Pd-107      1.49158263821e-11   5.58723524659e-12   1.84254366619e-11 
   Pd-108      1.15968343465e-10   4.76673187662e-11   1.26296243228e-10 
   Pd-109      3.07417262913e-19   6.12241903295e-23   2.62906820407e-20 
   Pd-110      1.76018507087e-11   7.25005947874e-12   5.88202857402e-12 
   Pd-111      7.0828682524e-26    2.11141107649e-28   4.43627464679e-26 
   Pd-112      2.7607163249e-25    3.66559400746e-58   1.64905641992e-29 
   Ag-101      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ag-102      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ag-103      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ag-104      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ag-105      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ag-106      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ag-107      1.36022769846e-11   7.91052022591e-12   5.54527478647e-12 
   Ag-108      1.58193666764e-29   5.41262232648e-30   1.20234216867e-27 
   Ag-109      4.04135984088e-11   1.78040498418e-11   3.93202691506e-11 
   Ag-110      8.92639071626e-27   8.96103008861e-30   2.55092648827e-26 
   Ag-111      2.19595403563e-17   3.65651510253e-23   8.57026052158e-21 
   Ag-112      3.47565281261e-26   8.71797713536e-59   5.29668925225e-30 
   Ag-113      6.98243288833e-36   1.03788789024e-99   3.69310986331e-100
   Cd-102      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Cd-103      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Cd-104      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Cd-105      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Cd-106      1.10071776349e-12   6.40614183957e-13   4.31711495413e-13 
   Cd-107      3.72998366041e-26   7.71236847924e-26   1.65321510695e-25 
   Cd-108      8.05090601018e-13   5.17657362167e-13   8.45851491812e-13 
   Cd-109      5.95687870138e-17   5.84657958797e-20   3.70709683265e-18 
   Cd-110      9.04439193183e-11   3.64004519521e-11   1.06634066325e-10 
   Cd-111      3.98607000133e-11   1.71544878845e-11   3.99069032474e-11 
   Cd-112      1.29896738199e-10   5.25762770437e-11   1.43617563172e-10 
   Cd-113      4.31895987426e-11   1.83598430537e-11   4.50860411957e-11 
   Cd-114      1.866974457e-10     7.45833067638e-11   2.13939546783e-10 
   Cd-115      1.28146634221e-15   1.51408657628e-20   1.65346009095e-18 
   Cd-116      2.55827794814e-11   7.61609180973e-12   6.01873332211e-12 
   Cd-117      2.6535763412e-23    7.17875396555e-26   3.14386374595e-24 
   Cd-118      2.12865342052e-30   1.21656223739e-58   1.61367274685e-33 
   In-106      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   In-107      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   In-108      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   In-109      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   In-110      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   In-111      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   In-112      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   In-113      4.5174548387e-13    2.6362469314e-13    1.7936063869e-13  
   In-114      2.99421862649e-31   1.84745377706e-31   3.33396828077e-30 
   In-115      4.20384635168e-11   1.7692496878e-11    4.45693307311e-11 
   In-116      2.28795930777e-27   1.66234943567e-30   6.76637333049e-27 
   In-117      1.07651769796e-23   2.88278176183e-26   1.23703428607e-24 
   In-118      1.91224925147e-31   1.08774500485e-59   1.32665115236e-35 
   In-119      5.12604766948e-39   1.03788789024e-99   3.69310986331e-100
   Sn-108      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sn-109      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sn-110      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sn-111      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sn-112      2.11800266803e-12   1.23393218661e-12   8.34115388141e-13 
   Sn-113      3.6950789122e-21    2.39409749476e-22   4.60419510559e-22 
   Sn-114      1.46543755982e-12   8.61417501441e-13   5.98304310124e-13 
   Sn-115      7.60611012735e-13   4.46413859653e-13   3.08680172205e-13 
   Sn-116      2.38323989231e-10   9.58071847271e-11   2.81878008483e-10 
   Sn-117      8.5406683961e-11    3.48334289032e-11   9.36844857483e-11 
   Sn-118      3.87765426686e-10   1.47934921934e-10   4.17761944412e-10 
   Sn-119      1.21013721648e-10   4.67212785954e-11   1.33578747317e-10 
   Sn-120      6.04731447808e-10   2.23385737725e-10   6.85632873749e-10 
   Sn-121      3.14230121914e-17   1.59395949032e-22   2.09509673974e-19 
   Sn-122      5.58810931607e-11   1.7505840897e-11    3.42666191647e-11 
   Sn-123      6.69015771125e-18   3.29193955109e-22   2.94695521293e-20 
   Sn-124      1.43048868959e-11   8.31113437697e-12   5.78238055708e-12 
   Sn-125      2.85270264957e-21   1.30538368597e-23   6.63481097811e-23 
   Sn-126      2.77907787465e-16   1.44907435417e-16   3.14747452196e-17 
   Sn-127      5.95442577953e-31   1.57243674972e-30   5.07121116505e-33 
   Sn-128      3.90597858973e-41   1.03788789024e-99   3.69310986331e-100
   Sn-129      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sn-130      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sb-112      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sb-113      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sb-114      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sb-115      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sb-116      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sb-117      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sb-118      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sb-119      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sb-120      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sb-121      5.21779388949e-11   2.02655039797e-11   5.64869283268e-11 
   Sb-122      5.55803907885e-17   2.34181616558e-22   3.09155498146e-19 
   Sb-123      1.59405644918e-11   6.98708382847e-12   7.99348957195e-12 
   Sb-124      2.74936693327e-23   1.04328527137e-24   8.2130959938e-23  
   Sb-125      1.87490931231e-16   2.84380029764e-20   7.34794958347e-20 
   Sb-126      6.79944824553e-23   2.68259673998e-23   8.14422726175e-24 
   Sb-127      2.72680952363e-23   1.30481505116e-26   9.08258493989e-28 
   Sb-128      1.65278494425e-35   6.72151752985e-93   3.69310986331e-100
   Sb-129      1.80477046959e-44   1.03788789024e-99   3.69310986331e-100
   Sb-130      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sb-131      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sb-132      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sb-133      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Te-114      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Te-115      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Te-116      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Te-117      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Te-118      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Te-119      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Te-120      2.82424402627e-13   1.64214239878e-13   1.1028068521e-13  
   Te-121      1.34337925629e-23   6.38894927372e-24   1.1110690715e-23  
   Te-122      7.33319314263e-11   2.70811521959e-11   9.27385579023e-11 
   Te-123      2.56558853185e-11   9.59544039466e-12   3.37372678177e-11 
   Te-124      1.4470787607e-10    5.53655297923e-11   1.8929790707e-10  
   Te-125      6.50228248382e-11   2.8498936026e-11    7.14730447747e-11 
   Te-126      3.06564838483e-10   1.24006611187e-10   3.84425781093e-10 
   Te-127      7.36733979603e-20   3.26046898473e-23   1.53829679106e-20 
   Te-128      1.24477762605e-10   6.92938747479e-11   9.15066478951e-11 
   Te-129      1.32652390831e-24   4.74634248141e-26   5.11743447858e-24 
   Te-130      1.08462902953e-10   6.36938689876e-11   4.44561983233e-11 
   Te-131      1.07533328468e-27   8.46392674312e-28   3.85408038621e-27 
   Te-132      6.70157669732e-26   9.68573589124e-59   3.6292553358e-50  
   Te-133      1.89857992262e-43   1.03788789024e-99   3.69310986331e-100
   Te-134      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   I-117       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   I-118       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   I-119       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   I-120       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   I-121       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   I-122       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   I-123       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   I-124       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   I-125       3.68042783041e-23   4.87058899747e-23   1.068127523e-22   
   I-126       6.17734914198e-27   1.53781170115e-29   3.62093671012e-29 
   I-127       5.81320142557e-11   2.66071469771e-11   5.78365842488e-11 
   I-128       1.50360812426e-24   8.25109186822e-27   6.37483889453e-24 
   I-129       3.75960233914e-13   2.6221791343e-13    1.62822832348e-13 
   I-130       3.30971845729e-23   6.57960825387e-28   1.94330093613e-25 
   I-131       2.86495810394e-19   1.62939065328e-22   5.74089056163e-22 
   I-132       2.06579147084e-27   1.97788672127e-39   7.14944966433e-33 
   I-133       5.68601707145e-29   1.03788789024e-99   3.69310986331e-100
   I-134       7.9236447882e-45    1.03788789024e-99   3.69310986331e-100
   I-135       5.65061489625e-47   1.03788789024e-99   3.69310986331e-100
   Xe-118      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Xe-119      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Xe-120      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Xe-121      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Xe-122      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Xe-123      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Xe-124      3.83230375366e-13   2.22780809917e-13   1.49463591965e-13 
   Xe-125      1.70115922223e-25   1.31048503091e-25   3.69655961682e-25 
   Xe-126      3.38104525971e-13   1.96830933157e-13   1.32624257668e-13 
   Xe-127      1.79051724531e-22   3.89633571126e-23   8.69073330016e-23 
   Xe-128      8.50376682895e-11   3.21415427801e-11   1.21919677754e-10 
   Xe-129      1.18060983904e-10   6.14161470587e-11   8.60133098206e-11 
   Xe-130      1.8153827961e-10    7.17809632168e-11   2.90189099583e-10 
   Xe-131      1.32911765768e-10   6.44045881116e-11   1.32182492013e-10 
   Xe-132      4.2723879219e-10    1.76033709038e-10   5.81562950889e-10 
   Xe-133      1.88813120409e-16   7.16172915206e-22   7.44937510489e-19 
   Xe-134      6.24018347776e-11   2.49365399432e-11   1.98128952617e-11 
   Xe-135      2.20392250082e-21   4.22580516523e-24   5.94745490014e-23 
   Xe-136      2.6502813602e-11    1.53968932074e-11   1.09585990169e-11 
   Xe-137      4.48564382222e-30   3.39258606826e-31   5.37644861884e-30 
   Xe-138      3.17789431547e-40   1.03788789024e-99   3.69310986331e-100
   Cs-123      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Cs-124      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Cs-125      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Cs-126      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Cs-127      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Cs-128      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Cs-129      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Cs-130      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Cs-131      7.69092973465e-24   2.92589272352e-24   4.228485757e-24   
   Cs-132      3.49386462717e-28   3.59267471126e-34   4.65353375705e-32 
   Cs-133      7.20547460744e-11   3.17414299584e-11   8.27262519272e-11 
   Cs-134      3.61062659093e-15   1.26435658961e-19   2.19983535108e-17 
   Cs-135      3.30535254934e-11   9.41361437694e-12   1.28438902594e-11 
   Cs-136      1.89198814151e-16   1.00033032649e-21   1.02220608858e-19 
   Cs-137      9.4848911565e-12    7.56464007699e-15   9.12940606977e-16 
   Cs-138      4.0173701994e-27    9.69704990908e-36   2.17778835552e-33 
   Cs-139      2.53282505161e-37   1.03788789024e-99   3.69310986331e-100
   Ba-124      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ba-125      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ba-126      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ba-127      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ba-128      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ba-129      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ba-130      3.14685734987e-13   1.8291399448e-13    1.22661220831e-13 
   Ba-131      1.28232259675e-23   2.7681649382e-24    5.54477296763e-24 
   Ba-132      3.05640832095e-13   1.77850845801e-13   1.19732355783e-13 
   Ba-133      1.4805157631e-22    1.39924602952e-23   2.42244309968e-23 
   Ba-134      1.20442779748e-10   4.78846060371e-11   2.20180996143e-10 
   Ba-135      5.81496338486e-11   2.70324765046e-11   8.61339227192e-11 
   Ba-136      3.76873927387e-10   1.45485222299e-10   5.91672122117e-10 
   Ba-137      3.38228963283e-10   1.30482214522e-10   4.96352956057e-10 
   Ba-138      4.80759517968e-09   1.71631554525e-09   7.59705438078e-09 
   Ba-139      5.29936055621e-23   1.77166677007e-25   1.54300402757e-22 
   Ba-140      2.22054535009e-21   7.68661334276e-38   5.92412784488e-27 
   Ba-141      1.47769343035e-38   1.03788789024e-99   3.69310986331e-100
   Ba-142      3.16854264142e-52   1.03788789024e-99   3.69310986331e-100
   La-127      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   La-128      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   La-129      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   La-130      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   La-131      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   La-132      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   La-133      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   La-134      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   La-135      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   La-136      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   La-137      9.80912777652e-22   3.38176158718e-19   1.40764679766e-19 
   La-138      2.76975278896e-14   1.6051087209e-14    1.07604243152e-14 
   La-139      5.85158559251e-10   2.09147044113e-10   9.21127696589e-10 
   La-140      1.55675250814e-17   7.71215588213e-23   2.66897077799e-19 
   La-141      1.35720563327e-25   9.55468850503e-38   5.87321177245e-28 
   La-142      4.93547926164e-33   1.03788789024e-99   3.69310986331e-100
   La-143      2.67023947416e-42   1.03788789024e-99   3.69310986331e-100
   Ce-130      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ce-131      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ce-132      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ce-133      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ce-134      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ce-135      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ce-136      1.4538265372e-13    8.46169243628e-14   5.70053324009e-14 
   Ce-137      5.77617019268e-27   1.85789293728e-26   3.92198860604e-26 
   Ce-138      1.9915880323e-13    1.16159602463e-13   7.87336042855e-14 
   Ce-139      1.5720746934e-20    1.14759040318e-22   3.6719789966e-22  
   Ce-140      1.77411018461e-09   7.15902551381e-10   3.318962065e-09   
   Ce-141      1.0404058237e-15    6.16088002513e-21   8.55020234521e-18 
   Ce-142      6.0434585823e-11    1.53309666854e-11   1.16206991612e-11 
   Ce-143      9.16159216609e-19   8.931319191e-24     1.35745366113e-21 
   Ce-144      6.81066045542e-19   7.93923795699e-28   1.07461057088e-25 
   Ce-145      7.16071166439e-38   1.03788789024e-99   3.69310986331e-100
   Ce-146      4.14995262707e-42   1.03788789024e-99   3.69310986331e-100
   Pr-133      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pr-134      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pr-135      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pr-136      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pr-137      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pr-138      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pr-139      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pr-140      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pr-141      1.8468846343e-10    6.90127932471e-11   2.72688536648e-10 
   Pr-142      1.71197147725e-17   3.4098138339e-23    2.23390037964e-19 
   Pr-143      5.736131216e-17     2.45483549766e-22   1.02141496141e-20 
   Pr-144      2.87538720645e-23   1.38763162042e-31   5.28067870531e-30 
   Pr-145      1.4887256066e-29    7.13179929783e-84   3.77636891952e-100
   Pr-146      9.60005282253e-40   1.03788789024e-99   3.69310986331e-100
   Pr-147      3.3177605313e-43    1.03788789024e-99   3.69310986331e-100
   Pr-148      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pr-149      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Nd-134      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Nd-135      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Nd-136      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Nd-137      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Nd-138      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Nd-139      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Nd-140      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Nd-141      3.84366963423e-35   8.06686318967e-59   1.56128258918e-34 
   Nd-142      4.72553120505e-10   1.91308904748e-10   8.73601383042e-10 
   Nd-143      7.98676552682e-11   3.12492673646e-11   1.18739664008e-10 
   Nd-144      2.54195745175e-10   9.38430350331e-11   3.79598265643e-10 
   Nd-145      4.95868357139e-11   1.87005356854e-11   6.88695479648e-11 
   Nd-146      2.30614247367e-10   8.75344351445e-11   3.74859517025e-10 
   Nd-147      4.39261033247e-16   7.39295178287e-22   1.10055215184e-18 
   Nd-148      3.09673377164e-11   8.14464173669e-12   1.0529988626e-11  
   Nd-149      2.35609273378e-23   1.6998341825e-26    9.42706939422e-24 
   Nd-150      4.0641993279e-12    2.22129573938e-12   1.50745103511e-12 
   Nd-151      8.66169372307e-28   1.46647101466e-29   3.43127680113e-28 
   Nd-152      1.7797368137e-35    9.12745574427e-61   1.49824207764e-51 
   Pm-137      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pm-138      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pm-139      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pm-140      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pm-141      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pm-142      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pm-143      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pm-144      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pm-145      1.42607060834e-17   7.72195712421e-20   7.0622241384e-20  
   Pm-146      2.08872186031e-21   9.41211855639e-26   3.35677227312e-25 
   Pm-147      4.03611202597e-14   3.50689248814e-19   5.39098553217e-16 
   Pm-148      5.49568012342e-19   1.19145342799e-26   8.44742857775e-23 
   Pm-149      7.82338976247e-18   6.38439595831e-24   1.54267673189e-20 
   Pm-150      5.1710852098e-26    3.55760694901e-40   7.09276651889e-29 
   Pm-151      2.07076717197e-20   2.394666577e-24     3.8203855441e-23  
   Pm-152      5.18545323763e-32   1.98890643423e-58   3.87210869599e-35 
   Pm-153      2.58093635196e-39   1.03788789024e-99   3.69310986331e-100
   Pm-154      9.54948026566e-50   1.03788789024e-99   3.69310986331e-100
   Sm-140      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sm-141      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sm-142      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sm-143      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Sm-144      6.39452416263e-13   3.7369417808e-13    2.5481381826e-13  
   Sm-145      3.24905756197e-19   8.80405681579e-22   3.2967689838e-21  
   Sm-146      2.27330555237e-16   5.43435230642e-16   8.56533984752e-16 
   Sm-147      2.74198211518e-11   1.08614628449e-11   3.83392152468e-11 
   Sm-148      5.66922639566e-11   2.4186590058e-11    1.21883660399e-10 
   Sm-149      1.26990589441e-11   5.39636834309e-12   1.78864829832e-11 
   Sm-150      4.6009286191e-11    1.82617400612e-11   7.72702520075e-11 
   Sm-151      2.68985364415e-12   1.50140750425e-13   1.17320388175e-13 
   Sm-152      4.42509153169e-11   1.82989689159e-11   5.33795749038e-11 
   Sm-153      1.64633624617e-17   5.14792651062e-23   1.77146471011e-19 
   Sm-154      1.62973193859e-11   5.82837341451e-12   5.69719155402e-12 
   Sm-155      1.21799429153e-25   1.17092839673e-28   1.11657067242e-25 
   Sm-156      2.71420885658e-26   4.62174687379e-59   8.04068640757e-30 
   Sm-157      4.56875257851e-39   1.03788789024e-99   3.69310986331e-100
   Sm-158      3.4169783743e-50    1.03788789024e-99   3.69310986331e-100
   Eu-143      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Eu-144      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Eu-145      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Eu-146      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Eu-147      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Eu-148      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Eu-149      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Eu-150      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Eu-151      7.12729548673e-12   4.38549575952e-12   1.12602984844e-11 
   Eu-152      3.44674320814e-15   8.7540343363e-20    3.83683301706e-18 
   Eu-153      1.12887541609e-11   5.09512501178e-12   1.2180177118e-11  
   Eu-154      8.5581382396e-15    1.39338085944e-19   6.52730456777e-18 
   Eu-155      2.97876626303e-14   4.07589864961e-20   1.69343181406e-17 
   Eu-156      1.6304803706e-23    4.96645428986e-28   3.39990213621e-25 
   Eu-157      7.541689279e-26     1.87034638686e-82   1.38668660594e-33 
   Eu-158      1.29200630818e-38   1.03788789024e-99   3.69310986331e-100
   Eu-159      1.76602615446e-44   1.03788789024e-99   3.69310986331e-100
   Gd-144      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Gd-145      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Gd-146      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Gd-147      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Gd-148      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Gd-149      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Gd-150      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Gd-151      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Gd-152      1.15616303512e-12   3.25334075499e-13   5.42419607503e-12 
   Gd-153      1.1523576808e-15    3.41735065914e-20   7.52203482861e-17 
   Gd-154      1.69240118975e-11   6.2880170016e-12    2.59464302423e-11 
   Gd-155      1.24594209298e-11   5.24932783055e-12   1.24524928641e-11 
   Gd-156      3.8233420231e-11    1.42678103161e-11   5.04333481073e-11 
   Gd-157      1.90156550462e-11   7.40611661052e-12   2.37847605814e-11 
   Gd-158      6.69231280206e-11   2.45674992213e-11   9.92318913197e-11 
   Gd-159      1.17528445531e-18   3.11930569082e-23   6.76940082538e-20 
   Gd-160      1.36734085706e-11   5.21519084032e-12   4.82604973551e-12 
   Gd-161      3.52194327329e-27   1.98862768781e-30   2.98327459826e-27 
   Gd-162      9.25013006913e-35   1.91819415354e-62   1.02407446144e-37 
   Tb-147      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tb-148      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tb-149      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tb-150      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tb-151      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
