H Table: (M=4.0,Z=0.001)
#H Lifetime: 1.518E+08
#H Mfinal: 8.936E-01
 Isotopes  Yields   
 H-1       2.076E+00
 H-2       8.111E-09
 He-3      5.094E-05
 He-4      1.012E+00
 Li-7      5.800E-08
 B-11      8.880E-11
 C-12      3.546E-03
 C-13      4.956E-04
 N-14      7.812E-03
 N-15      1.442E-07
 O-16      6.270E-03
 O-17      9.847E-06
 O-18      5.729E-08
 F-19      2.274E-08
 Ne-20     3.473E-04
 Ne-21     2.082E-06
 Ne-22     4.963E-05
 Na-23     8.277E-06
 Mg-24     5.640E-05
 Mg-25     2.740E-05
 Mg-26     7.324E-05
 Al-27     3.509E-06
 Si-28     4.912E-05
 Si-29     1.537E-06
 Si-30     1.419E-06
 P-31      4.427E-07
 Pb-206    5.264E-10
 Pb-207    6.153E-10
 S-32      3.384E-05
 S-33      1.058E-07
 S-34      6.150E-07
 S-36      6.113E-09
 Cl-35     2.113E-07
 Cl-37     8.441E-08
 Ar-36     5.055E-06
 Ar-38     5.006E-07
 Ar-40     4.150E-09
 K-39      1.239E-07
 K-40      1.505E-10
 K-41      1.020E-08
 Ca-40     3.724E-06
 Ca-42     1.701E-08
 Ca-43     3.753E-09
 Ca-44     5.470E-08
 Ca-46     9.888E-10
 Ca-48     5.206E-09
 Sc-45     2.241E-09
 Ti-46     1.025E-08
 Ti-47     9.383E-09
 Ti-48     1.660E-07
 Ti-49     7.544E-09
 Ti-50     9.143E-09
 V-50      3.130E-11
 V-51      1.297E-08
 Cr-50     2.548E-08
 Cr-52     5.128E-07
 Cr-53     5.927E-08
 Cr-54     1.700E-08
 Mn-55     3.401E-07
 Fe-54     2.503E-06
 Fe-56     4.081E-05
 Fe-57     9.752E-07
 Fe-58     1.931E-07
 Co-59     1.489E-07
 Ni-58     1.761E-06
 Ni-60     7.516E-07
 Ni-61     4.030E-08
 Ni-62     1.233E-07
 Ni-64     6.843E-08
 Cu-63     3.751E-08
 Cu-65     2.008E-08
 Zn-64     3.507E-08
 Zn-66     2.940E-08
 Zn-67     5.089E-09
 Zn-68     2.924E-08
 Zn-70     6.555E-10
 Ga-69     3.535E-09
 Ga-71     2.356E-09
 Ge-70     4.863E-09
 Ge-72     5.789E-09
 Ge-73     1.710E-09
 Ge-74     9.749E-09
 Ge-76     8.911E-10
 As-75     1.154E-09
 Se-74     3.686E-11
 Se-76     1.991E-09
 Se-77     9.705E-10
 Se-78     5.307E-09
 Se-80     7.734E-09
 Se-82     5.457E-10
 Br-79     1.351E-09
 Br-81     1.452E-09
 Kr-78     1.201E-11
 Kr-80     1.501E-10
 Kr-82     2.828E-09
 Kr-83     1.301E-09
 Kr-84     8.236E-09
 Kr-86     1.391E-08
 Rb-85     2.745E-09
 Rb-87     6.295E-09
 Sr-84     9.928E-12
 Sr-86     1.179E-09
 Sr-87     5.576E-10
 Sr-88     1.612E-08
 Y-89      4.728E-09
 Zr-90     3.505E-09
 Zr-91     1.113E-09
 Zr-92     2.346E-09
 Zr-94     1.970E-09
 Zr-96     3.846E-09
 Nb-93     7.182E-10
 Mo-92     3.120E-11
 Mo-94     2.003E-11
 Mo-95     3.973E-10
 Mo-96     4.714E-10
 Mo-97     2.409E-10
 Mo-98     6.774E-10
 Mo-100    9.787E-11
 Ru-96     9.010E-12
 Ru-98     3.104E-12
 Ru-99     1.076E-10
 Ru-100    2.736E-10
 Ru-101    8.948E-11
 Ru-102    4.046E-10
 Ru-104    8.184E-11
 Rh-103    9.502E-11
 Pd-102    1.304E-12
 Pd-104    1.742E-10
 Pd-105    7.581E-11
 Pd-106    2.384E-10
 Pd-108    2.712E-10
 Pd-110    6.045E-11
 Ag-107    6.270E-11
 Ag-109    9.219E-11
 Cd-106    1.953E-12
 Cd-108    1.534E-12
 Cd-110    1.918E-10
 Cd-111    8.418E-11
 Cd-112    2.757E-10
 Cd-113    8.742E-11
 Cd-114    3.720E-10
 Cd-116    1.510E-10
 In-113    8.035E-13
 In-115    8.505E-11
 Sn-112    3.760E-12
 Sn-114    2.606E-12
 Sn-115    1.351E-12
 Sn-116    3.882E-10
 Sn-117    1.621E-10
 Sn-118    7.228E-10
 Sn-119    2.199E-10
 Sn-120    1.079E-09
 Sn-122    6.091E-10
 Sn-124    1.426E-10
 Sb-121    9.990E-11
 Sb-123    7.361E-11
 Te-120    5.003E-13
 Te-122    1.209E-10
 Te-123    4.010E-11
 Te-124    3.024E-10
 Te-125    1.335E-10
 Te-126    5.847E-10
 Te-128    3.067E-10
 Te-130    2.201E-10
 I-127     1.079E-10
 Xe-124    6.781E-13
 Xe-126    5.995E-13
 Xe-128    1.483E-10
 Xe-129    2.167E-10
 Xe-130    3.076E-10
 Xe-131    2.298E-10
 Xe-132    6.393E-10
 Xe-134    4.460E-10
 Xe-136    1.948E-10
 Cs-133    1.179E-10
 Ba-130    5.568E-13
 Ba-132    5.419E-13
 Ba-134    1.400E-10
 Ba-135    1.857E-10
 Ba-136    4.035E-10
 Ba-137    1.012E-09
 Ba-138    3.237E-09
 La-138    4.670E-14
 La-139    3.822E-10
 Ce-136    2.577E-13
 Ce-138    3.550E-13
 Ce-140    6.531E-10
 Ce-142    1.783E-10
 Pr-141    9.319E-11
 Nd-142    1.114E-10
 Nd-143    4.765E-11
 Nd-144    1.618E-10
 Nd-145    3.437E-11
 Nd-146    1.309E-10
 Nd-148    3.597E-11
 Nd-150    7.825E-12
 Sm-144    1.135E-12
 Sm-147    1.970E-11
 Sm-148    2.117E-11
 Sm-149    1.055E-11
 Sm-150    2.441E-11
 Sm-152    3.037E-11
 Sm-154    2.118E-11
 Eu-151    9.664E-12
 Eu-153    1.098E-11
 Gd-152    4.659E-13
 Gd-154    8.326E-12
 Gd-155    1.220E-11
 Gd-156    2.657E-11
 Gd-157    1.540E-11
 Gd-158    4.218E-11
 Gd-160    2.097E-11
 Tb-159    1.567E-11
 Dy-156    3.066E-14
 Dy-158    5.447E-14
 Dy-160    1.097E-11
 Dy-161    1.709E-11
 Dy-162    3.832E-11
 Dy-163    2.219E-11
 Dy-164    5.124E-11
 Ho-165    4.574E-11
 Er-162    4.912E-14
 Er-164    5.453E-12
 Er-166    2.720E-11
 Er-167    1.592E-11
 Er-168    3.904E-11
 Er-170    2.760E-11
 Tm-169    1.236E-11
 Yb-168    4.846E-14
 Yb-170    8.388E-12
 Yb-171    2.009E-11
 Yb-172    3.680E-11
 Yb-173    2.119E-11
 Yb-174    7.619E-11
 Yb-176    2.734E-11
 Lu-175    1.507E-11
 Lu-176    7.853E-12
 Hf-174    3.773E-14
