H Table: (M=25.0,Z=0.001)
#H Lifetime: 7.989E+06
#H Mfinal: 6.350E+00
 Isotopes  Yields    
 H-1       9.309E+00 
 H-2       9.495E-06 
 He-3      3.503E-04 
 He-4      8.107E+00 
 Li-7      7.574E-11 
 B-11      4.454E-10 
 C-12      2.115E-01 
 C-13      5.655E-05 
 N-14      5.825E-03 
 N-15      1.703E-05 
 O-16      7.878E-01 
 O-17      2.872E-06 
 O-18      7.849E-06 
 F-19      4.441E-07 
 Ne-20     1.424E-01 
 Ne-21     8.728E-05 
 Ne-22     1.046E-03 
 Na-23     1.888E-03 
 Mg-24     2.527E-02 
 Mg-25     1.258E-03 
 Mg-26     1.388E-03 
 Al-27     3.698E-04 
 Si-28     3.300E-02 
 Si-29     7.129E-04 
 Si-30     4.563E-04 
 P-31      3.652E-04 
 Pb-206    7.145E-10 
 Pb-207    6.992E-10 
 S-32      1.779E-02 
 S-33      8.661E-05 
 S-34      1.828E-04 
 S-36      6.724E-07 
 Cl-35     3.168E-04 
 Cl-37     7.100E-06 
 Ar-36     1.212E-03 
 Ar-38     2.354E-05 
 Ar-40     3.570E-07 
 K-39      5.523E-05 
 K-40      7.835E-08 
 K-41      4.388E-07 
 Ca-40     3.056E-05 
 Ca-42     7.190E-07 
 Ca-43     4.448E-07 
 Ca-44     5.077E-07 
 Ca-46     7.557E-08 
 Ca-48     5.105E-08 
 Sc-45     1.258E-07 
 Ti-46     9.431E-08 
 Ti-47     1.317E-07 
 Ti-48     8.861E-07 
 Ti-49     8.570E-08 
 Ti-50     1.566E-07 
 V-50      1.498E-09 
 V-51      1.119E-07 
 Cr-50     1.315E-07 
 Cr-52     2.747E-06 
 Cr-53     3.405E-07 
 Cr-54     2.049E-07 
 Mn-55     1.919E-06 
 Fe-54     1.288E-05 
 Fe-56     2.140E-04 
 Fe-57     6.761E-06 
 Fe-58     4.852E-06 
 Co-59     3.443E-06 
 Ni-58     9.057E-06 
 Ni-60     1.064E-05 
 Ni-61     4.219E-06 
 Ni-62     8.682E-06 
 Ni-64     3.442E-06 
 Cu-63     3.204E-06 
 Cu-65     1.562E-06 
 Zn-64     4.453E-07 
 Zn-66     1.469E-06 
 Zn-67     7.233E-07 
 Zn-68     1.371E-06 
 Zn-70     2.753E-07 
 Ga-69     4.439E-07 
 Ga-71     1.711E-07 
 Ge-70     1.520E-07 
 Ge-72     2.687E-07 
 Ge-73     1.172E-07 
 Ge-74     3.577E-07 
 Ge-76     1.162E-07 
 As-75     1.587E-07 
 Se-74     2.071E-10 
 Se-76     4.982E-08 
 Se-77     5.899E-08 
 Se-78     1.871E-07 
 Se-80     5.758E-08 
 Se-82     5.397E-08 
 Br-79     3.496E-08 
 Br-81     5.140E-08 
 Kr-78     6.063E-11 
 Kr-80     2.183E-08 
 Kr-82     7.574E-08 
 Kr-83     4.392E-08 
 Kr-84     2.232E-07 
 Kr-86     1.047E-07 
 Rb-85     6.726E-08 
 Rb-87     1.577E-08 
 Sr-84     5.011E-11 
 Sr-86     8.012E-08 
 Sr-87     5.329E-08 
 Sr-88     4.575E-07 
 Y-89      1.214E-07 
 Zr-90     8.100E-08 
 Zr-91     2.541E-08 
 Zr-92     3.227E-08 
 Zr-94     2.381E-08 
 Zr-96     1.022E-08 
 Nb-93     1.912E-08 
 Mo-92     1.591E-10 
 Mo-94     2.437E-10 
 Mo-95     1.652E-08 
 Mo-96     3.444E-09 
 Mo-97     1.998E-09 
 Mo-98     4.726E-09 
 Mo-100    1.946E-09 
 Ru-96     4.556E-11 
 Ru-98     1.599E-11 
 Ru-99     9.347E-10 
 Ru-100    1.598E-09 
 Ru-101    6.335E-10 
 Ru-102    4.510E-09 
 Ru-104    1.384E-09 
 Rh-103    8.036E-10 
 Pd-102    6.584E-12 
 Pd-104    9.770E-10 
 Pd-105    5.574E-10 
 Pd-106    2.306E-09 
 Pd-108    2.282E-09 
 Pd-110    6.038E-10 
 Ag-107    4.717E-10 
 Ag-109    8.697E-10 
 Cd-106    9.859E-12 
 Cd-108    2.182E-10 
 Cd-110    1.056E-09 
 Cd-111    5.837E-10 
 Cd-112    2.364E-09 
 Cd-113    4.344E-10 
 Cd-114    2.677E-09 
 Cd-116    8.054E-10 
 In-113    1.490E-10 
 In-115    5.120E-10 
 Sn-112    1.901E-11 
 Sn-114    3.710E-10 
 Sn-115    1.641E-10 
 Sn-116    2.529E-09 
 Sn-117    1.038E-09 
 Sn-118    4.785E-09 
 Sn-119    1.197E-09 
