H Table: (M=7.0,Z=0.01)
#H Lifetime: 5.094E+07
#H Mfinal: 1.114E+00
 Isotopes  Yields     X0         Z  A  
 Nd-143    1.305E-09  2.242E-10  60 143
 Nd-144    2.630E-09  4.413E-10  60 144
 Nd-145    8.995E-10  1.548E-10  60 145
 Nd-146    1.934E-09  3.224E-10  60 146
 Nd-148    6.408E-10  1.093E-10  60 148
 Nd-150    6.271E-10  1.084E-10  60 150
 Sm-144    1.074E-10  1.842E-11  62 144
 Sm-147    5.225E-10  9.172E-11  62 147
 Sm-148    4.294E-10  6.923E-11  62 148
 Sm-149    4.800E-10  8.569E-11  62 149
 Sm-150    2.984E-10  4.607E-11  62 150
 Sm-152    9.784E-10  1.692E-10  62 152
 Sm-154    8.455E-10  1.458E-10  62 154
 Eu-151    5.644E-10  1.018E-10  63 151
 Eu-153    6.376E-10  1.126E-10  63 153
 Gd-152    2.922E-11  1.474E-12  64 152
 Gd-154    1.342E-10  1.605E-11  64 154
 Gd-155    6.234E-10  1.096E-10  64 155
 Gd-156    9.227E-10  1.526E-10  64 156
 Gd-157    6.793E-10  1.174E-10  64 157
 Gd-158    1.140E-09  1.875E-10  64 158
 Gd-160    9.700E-10  1.671E-10  64 160
 Tb-159    7.852E-10  1.382E-10  65 159
 Dy-156    2.787E-12  5.018E-13  66 156
 Dy-158    4.871E-12  8.713E-13  66 158
 Dy-160    1.594E-10  2.151E-11  66 160
 Dy-161    9.855E-10  1.749E-10  66 161
 Dy-162    1.427E-09  2.374E-10  66 162
 Dy-163    1.321E-09  2.332E-10  66 163
 Dy-164    1.609E-09  2.656E-10  66 164
 Ho-165    2.429E-09  4.244E-10  67 165
 Er-162    4.463E-12  8.044E-13  68 162
 Er-164    7.056E-11  9.564E-12  68 164
 Er-166    1.217E-09  2.022E-10  68 166
 Er-167    7.986E-10  1.388E-10  68 167
 Er-168    1.009E-09  1.631E-10  68 168
 Er-170    5.373E-10  9.199E-11  68 170
 Tm-169    5.321E-10  9.271E-11  69 169
 Yb-168    4.426E-12  7.916E-13  70 168
 Yb-170    1.384E-10  1.873E-11  70 170
 Yb-171    5.151E-10  8.851E-11  70 171
 Yb-172    8.201E-10  1.361E-10  70 172
 Yb-173    5.884E-10  1.011E-10  70 173
 Yb-174    1.210E-09  2.007E-10  70 174
 Yb-176    4.933E-10  8.140E-11  70 176
 Lu-175    5.204E-10  9.139E-11  71 175
 Lu-176    1.413E-10  2.262E-11  71 176
 Hf-174    3.460E-12  6.156E-13  72 174
 Hf-176    1.256E-10  2.018E-11  72 176
 Hf-177    4.099E-10  7.189E-11  72 177
 Hf-178    6.457E-10  1.061E-10  72 178
 Hf-179    3.132E-10  5.326E-11  72 179
 Hf-180    8.372E-10  1.384E-10  72 180
 Ta-180    6.790E-14  1.215E-14  73 180
 Ta-181    5.653E-10  9.928E-11  73 181
 W-180     2.388E-12  4.197E-13  74 180
 W-182     5.729E-10  9.387E-11  74 182
 W-183     3.037E-10  5.099E-11  74 183
 W-184     6.544E-10  1.097E-10  74 184
 W-186     6.017E-10  1.029E-10  74 186
 Re-185    3.012E-10  5.239E-11  75 185
 Re-187    4.954E-10  8.865E-11  75 187
 Os-184    2.017E-12  3.554E-13  76 184
 Os-186    1.832E-10  2.889E-11  76 186
 Os-187    1.769E-10  2.999E-11  76 187
 Os-188    1.449E-09  2.437E-10  76 188
 Os-189    1.676E-09  2.987E-10  76 189
 Os-190    2.917E-09  4.883E-10  76 190
 Os-192    4.462E-09  7.664E-10  76 192
 Ir-191    3.799E-09  6.787E-10  77 191
 Ir-193    6.530E-09  1.154E-09  77 193
 Pt-190    2.873E-12  5.042E-13  78 190
 Pt-192    3.328E-10  2.925E-11  78 192
 Pt-194    7.461E-09  1.245E-09  78 194
 Pt-195    7.386E-09  1.284E-09  78 195
 Pt-196    5.946E-09  9.630E-10  78 196
 Pt-198    1.612E-09  2.761E-10  78 198
 Au-197    3.145E-09  5.417E-10  79 197
 Hg-196    8.697E-12  1.505E-12  80 196
 Hg-198    7.248E-10  9.875E-11  80 198
 Hg-199    9.978E-10  1.680E-10  80 199
 Hg-200    1.403E-09  2.311E-10  80 200
 Hg-201    7.853E-10  1.326E-10  80 201
 Hg-202    1.820E-09  3.018E-10  80 202
 Hg-204    4.152E-10  7.007E-11  80 204
 Tl-203    9.622E-10  1.610E-10  81 203
 Tl-205    2.305E-09  3.882E-10  81 205
 Pb-204    8.831E-10  1.466E-10  82 204
 Pb-208    2.634E-08  4.425E-09  82 208
 Bi-209    2.577E-09  4.359E-10  83 209
