H Table: (M=4.0,Z=0.01)
#H Lifetime: 1.878E+08
#H Mfinal: 8.415E-01
 Isotopes  Yields     X0         Z  A  
 Fe-54     1.267E-04  4.059E-05  26 54 
 Fe-56     2.069E-03  6.608E-04  26 56 
 Fe-57     5.090E-05  1.553E-05  26 57 
 Fe-58     1.301E-05  2.103E-06  26 58 
 Co-59     8.378E-06  1.996E-06  27 59 
 Ni-58     8.912E-05  2.855E-05  28 58 
 Ni-60     3.816E-05  1.138E-05  28 60 
 Ni-61     2.277E-06  5.029E-07  28 61 
 Ni-62     6.861E-06  1.630E-06  28 62 
 Ni-64     3.516E-06  4.284E-07  28 64 
 Cu-63     2.235E-06  3.300E-07  29 63 
 Cu-65     1.057E-06  1.517E-07  29 65 
 Zn-64     1.820E-06  5.654E-07  30 64 
 Zn-66     1.555E-06  3.345E-07  30 66 
 Zn-67     2.722E-07  4.990E-08  30 67 
 Zn-68     1.463E-06  2.316E-07  30 68 
 Zn-70     2.922E-08  7.884E-09  30 70 
 Ga-69     1.737E-07  2.275E-08  31 69 
 Ga-71     1.134E-07  1.554E-08  31 71 
 Ge-70     2.316E-07  2.579E-08  32 70 
 Ge-72     2.642E-07  3.455E-08  32 72 
 Ge-73     7.731E-08  9.773E-09  32 73 
 Ge-74     4.144E-07  4.614E-08  32 74 
 Ge-76     3.714E-08  9.815E-09  32 76 
 As-75     4.998E-08  7.150E-09  33 75 
 Se-74     1.867E-09  5.989E-10  34 74 
 Se-76     8.078E-08  6.481E-09  34 76 
 Se-77     4.060E-08  5.352E-09  34 77 
 Se-78     2.026E-07  1.688E-08  34 78 
 Se-80     2.849E-07  3.613E-08  34 80 
 Se-82     2.228E-08  6.518E-09  34 82 
 Br-79     5.369E-08  6.947E-09  35 79 
 Br-81     5.306E-08  6.930E-09  35 81 
 Kr-78     6.080E-10  1.950E-10  36 78 
 Kr-80     6.367E-09  1.287E-09  36 80 
 Kr-82     9.149E-08  6.598E-09  36 82 
 Kr-83     4.620E-08  6.621E-09  36 83 
 Kr-84     2.684E-07  3.301E-08  36 84 
 Kr-86     2.364E-07  1.022E-08  36 86 
 Rb-85     7.958E-08  6.412E-09  37 85 
 Rb-87     1.094E-07  2.531E-09  37 87 
 Sr-84     5.032E-10  1.614E-10  38 84 
 Sr-86     3.559E-08  2.922E-09  38 86 
 Sr-87     1.857E-08  2.222E-09  38 87 
 Sr-88     3.022E-07  2.505E-08  38 88 
 Y-89      7.666E-08  6.147E-09  39 89 
 Zr-90     5.853E-08  7.672E-09  40 90 
 Zr-91     1.654E-08  1.692E-09  40 91 
 Zr-92     3.031E-08  2.613E-09  40 92 
 Zr-94     2.414E-08  2.707E-09  40 94 
 Zr-96     2.037E-08  4.452E-10  40 96 
 Nb-93     9.412E-09  9.500E-10  41 93 
 Mo-92     1.579E-09  5.062E-10  42 92 
 Mo-94     1.007E-09  3.224E-10  42 94 
 Mo-95     4.804E-09  5.609E-10  42 95 
 Mo-96     5.374E-09  5.938E-10  42 96 
 Mo-97     2.533E-09  3.438E-10  42 97 
 Mo-98     6.562E-09  8.772E-10  42 98 
 Mo-100    1.559E-09  3.573E-10  42 100
 Ru-96     4.561E-10  1.463E-10  44 96 
 Ru-98     1.570E-10  5.035E-11  44 98 
 Ru-99     1.607E-09  3.473E-10  44 99 
 Ru-100    2.552E-09  3.464E-10  44 100
 Ru-101    1.827E-09  4.738E-10  44 101
 Ru-102    4.736E-09  8.849E-10  44 102
 Ru-104    1.944E-09  5.325E-10  44 104
 Rh-103    1.997E-09  5.273E-10  45 103
 Pd-102    6.611E-11  2.121E-11  46 102
 Pd-104    1.626E-09  2.361E-10  46 104
 Pd-105    1.750E-09  4.779E-10  46 105
 Pd-106    2.977E-09  5.905E-10  46 106
 Pd-108    3.161E-09  5.825E-10  46 108
 Pd-110    1.090E-09  2.628E-10  46 110
 Ag-107    1.440E-09  3.920E-10  47 107
 Ag-109    1.555E-09  3.710E-10  47 109
 Cd-106    9.893E-11  3.173E-11  48 106
 Cd-108    7.191E-11  2.302E-11  48 108
 Cd-110    2.020E-09  3.290E-10  48 110
 Cd-111    1.432E-09  3.402E-10  48 111
 Cd-112    3.427E-09  6.472E-10  48 112
 Cd-113    1.434E-09  3.307E-10  48 113
 Cd-114    4.417E-09  7.843E-10  48 114
 Cd-116    1.456E-09  2.081E-10  48 116
 In-113    4.060E-11  1.302E-11  49 113
 In-115    1.331E-09  2.957E-10  49 115
 Sn-112    1.903E-10  6.105E-11  50 112
 Sn-114    1.316E-10  4.217E-11  50 114
 Sn-115    6.827E-11  2.189E-11  50 115
 Sn-116    4.971E-09  9.466E-10  50 116
 Sn-117    2.362E-09  5.042E-10  50 117
 Sn-118    8.608E-09  1.605E-09  50 118
 Sn-119    2.839E-09  5.735E-10  50 119
 Sn-120    1.180E-08  2.196E-09  50 120
 Sn-122    3.119E-09  3.170E-10  50 122
 Sn-124    1.459E-09  4.030E-10  50 124
 Sb-121    1.403E-09  3.159E-10  51 121
 Sb-123    9.809E-10  2.401E-10  51 123
 Te-120    2.538E-11  8.142E-12  52 120
 Te-122    1.248E-09  2.244E-10  52 122
 Te-123    4.254E-10  7.893E-11  52 123
 Te-124    2.560E-09  4.220E-10  52 124
 Te-125    2.372E-09  6.307E-10  52 125
 Te-126    7.240E-09  1.688E-09  52 126
 Te-128    9.410E-09  2.866E-09  52 128
 Te-130    9.759E-09  3.105E-09  52 130
 I-127     2.534E-09  7.296E-10  53 127
 Xe-124    3.444E-11  1.105E-11  54 124
 Xe-126    3.039E-11  9.746E-12  54 126
 Xe-128    1.167E-09  1.971E-10  54 128
 Xe-129    7.890E-09  2.446E-09  54 129
 Xe-130    2.335E-09  3.933E-10  54 130
 Xe-131    6.570E-09  1.972E-09  54 131
 Xe-132    9.432E-09  2.403E-09  54 132
 Xe-134    3.988E-09  8.940E-10  54 134
 Xe-136    2.468E-09  7.392E-10  54 136
 Cs-133    2.515E-09  7.130E-10  55 133
 Ba-130    2.828E-11  9.072E-12  56 130
 Ba-132    2.747E-11  8.811E-12  56 132
 Ba-134    1.171E-09  2.136E-10  56 134
 Ba-135    2.384E-09  5.870E-10  56 135
 Ba-136    3.655E-09  7.044E-10  56 136
 Ba-137    5.814E-09  1.015E-09  56 137
 Ba-138    3.408E-08  6.526E-09  56 138
 La-138    2.481E-12  8.020E-13  57 138
 La-139    4.406E-09  8.951E-10  57 139
 Ce-136    1.307E-11  4.191E-12  58 136
 Ce-138    1.790E-11  5.739E-12  58 138
 Ce-140    9.972E-09  2.052E-09  58 140
 Ce-142    1.472E-09  2.615E-10  58 142
 Pr-141    1.530E-09  3.455E-10  59 141
 Nd-142    2.216E-09  4.960E-10  60 142
 Nd-143    8.891E-10  2.242E-10  60 143
 Nd-144    2.045E-09  4.413E-10  60 144
 Nd-145    6.088E-10  1.548E-10  60 145
 Nd-146    1.580E-09  3.224E-10  60 146
 Nd-148    4.841E-10  1.093E-10  60 148
 Nd-150    3.428E-10  1.084E-10  60 150
 Sm-144    5.743E-11  1.842E-11  62 144
 Sm-147    3.579E-10  9.172E-11  62 147
 Sm-148    3.079E-10  6.923E-11  62 148
 Sm-149    2.946E-10  8.569E-11  62 149
 Sm-150    2.572E-10  4.607E-11  62 150
 Sm-152    6.313E-10  1.692E-10  62 152
 Sm-154    5.142E-10  1.458E-10  62 154
 Eu-151    3.353E-10  1.018E-10  63 151
 Eu-153    3.721E-10  1.126E-10  63 153
 Gd-152    6.271E-12  1.474E-12  64 152
 Gd-154    8.838E-11  1.605E-11  64 154
 Gd-155    3.698E-10  1.096E-10  64 155
 Gd-156    5.651E-10  1.526E-10  64 156
 Gd-157    4.087E-10  1.174E-10  64 157
 Gd-158    7.458E-10  1.875E-10  64 158
 Gd-160    5.724E-10  1.671E-10  64 160
 Tb-159    4.686E-10  1.382E-10  65 159
 Dy-156    1.565E-12  5.018E-13  66 156
 Dy-158    2.722E-12  8.713E-13  66 158
 Dy-160    1.183E-10  2.151E-11  66 160
 Dy-161    5.783E-10  1.749E-10  66 161
 Dy-162    8.650E-10  2.374E-10  66 162
 Dy-163    7.684E-10  2.332E-10  66 163
 Dy-164    1.014E-09  2.656E-10  66 164
 Ho-165    1.428E-09  4.244E-10  67 165
 Er-162    2.508E-12  8.044E-13  68 162
 Er-164    5.518E-11  9.564E-12  68 164
 Er-166    7.094E-10  2.022E-10  68 166
 Er-167    4.722E-10  1.388E-10  68 167
 Er-168    6.647E-10  1.631E-10  68 168
 Er-170    3.980E-10  9.199E-11  68 170
 Tm-169    3.243E-10  9.271E-11  69 169
 Yb-168    2.468E-12  7.916E-13  70 168
 Yb-170    9.782E-11  1.873E-11  70 170
 Yb-171    3.531E-10  8.851E-11  70 171
 Yb-172    5.791E-10  1.361E-10  70 172
 Yb-173    3.959E-10  1.011E-10  70 173
 Yb-174    9.729E-10  2.007E-10  70 174
 Yb-176    3.759E-10  8.140E-11  70 176
 Lu-175    3.358E-10  9.139E-11  71 175
 Lu-176    1.057E-10  2.262E-11  71 176
 Hf-174    1.919E-12  6.156E-13  72 174
 Hf-176    7.339E-11  2.018E-11  72 176
 Hf-177    2.698E-10  7.189E-11  72 177
 Hf-178    5.197E-10  1.061E-10  72 178
 Hf-179    2.337E-10  5.326E-11  72 179
 Hf-180    7.880E-10  1.384E-10  72 180
 Ta-180    3.832E-14  1.215E-14  73 180
 Ta-181    3.879E-10  9.928E-11  73 181
 W-180     1.369E-12  4.197E-13  74 180
 W-182     4.443E-10  9.387E-11  74 182
 W-183     2.551E-10  5.099E-11  74 183
 W-184     5.775E-10  1.097E-10  74 184
 W-186     4.536E-10  1.029E-10  74 186
 Re-185    2.225E-10  5.239E-11  75 185
 Re-187    3.144E-10  8.865E-11  75 187
 Os-184    1.108E-12  3.554E-13  76 184
 Os-186    1.594E-10  2.889E-11  76 186
 Os-187    1.101E-10  2.999E-11  76 187
 Os-188    9.545E-10  2.437E-10  76 188
 Os-189    9.755E-10  2.987E-10  76 189
 Os-190    1.743E-09  4.883E-10  76 190
 Os-192    2.547E-09  7.664E-10  76 192
 Ir-191    2.156E-09  6.787E-10  77 191
 Ir-193    3.663E-09  1.154E-09  77 193
 Pt-190    1.572E-12  5.042E-13  78 190
 Pt-192    1.352E-10  2.925E-11  78 192
 Pt-194    4.109E-09  1.245E-09  78 194
 Pt-195    4.090E-09  1.284E-09  78 195
 Pt-196    3.376E-09  9.630E-10  78 196
 Pt-198    9.206E-10  2.761E-10  78 198
 Au-197    1.805E-09  5.417E-10  79 197
 Hg-196    4.692E-12  1.505E-12  80 196
 Hg-198    6.118E-10  9.875E-11  80 198
 Hg-199    6.799E-10  1.680E-10  80 199
 Hg-200    1.204E-09  2.311E-10  80 200
 Hg-201    6.280E-10  1.326E-10  80 201
 Hg-202    1.756E-09  3.018E-10  80 202
 Hg-204    2.886E-10  7.007E-11  80 204
 Tl-203    9.046E-10  1.610E-10  81 203
 Tl-205    1.826E-09  3.882E-10  81 205
 Pb-204    9.453E-10  1.466E-10  82 204
 Pb-208    2.948E-08  4.425E-09  82 208
 Bi-209    1.970E-09  4.359E-10  83 209
















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































