H Table: (M=15.0,Z=0.01)
#H Lifetime: 1.422E+07
#H Mfinal: 1.610E+00
 Isotopes  Yields     X0         Z  A  
 Ca-46     1.835E-06  1.714E-09  20 46 
 Ca-48     1.333E-06  8.362E-08  20 48 
 Sc-45     4.543E-06  2.707E-08  21 45 
 Ti-46     2.262E-05  1.616E-07  22 46 
 Ti-47     4.960E-06  1.488E-07  22 47 
 Ti-48     7.160E-05  1.507E-06  22 48 
 Ti-49     8.023E-06  1.129E-07  22 49 
 Ti-50     5.393E-06  1.104E-07  22 50 
 V-50      6.759E-08  5.077E-10  23 50 
 V-51      3.412E-05  2.069E-07  23 51 
 Cr-50     2.709E-04  4.133E-07  24 50 
 Cr-52     1.094E-03  8.288E-06  24 52 
 Cr-53     2.426E-04  9.578E-07  24 53 
 Cr-54     5.253E-05  2.429E-07  24 54 
 Mn-55     1.348E-03  5.491E-06  25 55 
 Fe-54     1.806E-02  4.059E-05  26 54 
 Fe-56     5.514E-02  6.608E-04  26 56 
 Fe-57     2.802E-03  1.553E-05  26 57 
 Fe-58     3.292E-04  2.103E-06  26 58 
 Co-59     4.874E-04  1.996E-06  27 59 
 Ni-58     2.636E-02  2.855E-05  28 58 
 Ni-60     2.254E-03  1.138E-05  28 60 
 Ni-61     1.968E-04  5.029E-07  28 61 
 Ni-62     2.552E-03  1.630E-06  28 62 
 Ni-64     7.933E-05  4.284E-07  28 64 
 Cu-63     8.911E-05  3.300E-07  29 63 
 Cu-65     3.326E-05  1.517E-07  29 65 
 Zn-64     5.132E-04  5.654E-07  30 64 
 Zn-66     6.750E-05  3.345E-07  30 66 
 Zn-67     1.237E-05  4.990E-08  30 67 
 Zn-68     6.206E-05  2.316E-07  30 68 
 Zn-70     1.072E-06  7.884E-09  30 70 
 Ga-69     4.352E-06  2.275E-08  31 69 
 Ga-71     3.037E-06  1.554E-08  31 71 
 Ge-70     2.857E-06  2.579E-08  32 70 
 Ge-72     5.141E-06  3.455E-08  32 72 
 Ge-73     1.427E-06  9.773E-09  32 73 
 Ge-74     6.802E-06  4.614E-08  32 74 
 Ge-76     4.967E-07  9.815E-09  32 76 
 As-75     8.101E-07  7.150E-09  33 75 
 Se-74     1.213E-07  5.989E-10  34 74 
 Se-76     4.960E-07  6.481E-09  34 76 
 Se-77     4.746E-07  5.352E-09  34 77 
 Se-78     1.636E-06  1.688E-08  34 78 
 Se-80     1.940E-06  3.613E-08  34 80 
 Se-82     2.387E-07  6.518E-09  34 82 
 Br-79     4.563E-07  6.947E-09  35 79 
 Br-81     2.889E-07  6.930E-09  35 81 
 Kr-78     2.076E-08  1.950E-10  36 78 
 Kr-80     1.061E-07  1.287E-09  36 80 
 Kr-82     4.079E-07  6.598E-09  36 82 
 Kr-83     3.284E-07  6.621E-09  36 83 
 Kr-84     1.703E-06  3.301E-08  36 84 
 Kr-86     7.773E-07  1.022E-08  36 86 
 Rb-85     5.206E-07  6.412E-09  37 85 
 Rb-87     2.243E-07  2.531E-09  37 87 
 Sr-84     4.105E-09  1.614E-10  38 84 
 Sr-86     2.187E-07  2.922E-09  38 86 
 Sr-87     1.805E-07  2.222E-09  38 87 
 Sr-88     1.781E-06  2.505E-08  38 88 
 Y-89      2.390E-07  6.147E-09  39 89 
 Zr-90     1.923E-07  7.672E-09  40 90 
 Zr-91     6.232E-08  1.692E-09  40 91 
 Zr-92     8.162E-08  2.613E-09  40 92 
 Zr-94     5.423E-08  2.707E-09  40 94 
 Zr-96     1.259E-08  4.452E-10  40 96 
 Nb-93     2.373E-08  9.500E-10  41 93 
 Mo-92     1.507E-08  5.062E-10  42 92 
 Mo-94     3.983E-09  3.224E-10  42 94 
 Mo-95     1.464E-08  5.609E-10  42 95 
 Mo-96     8.599E-09  5.938E-10  42 96 
 Mo-97     7.201E-09  3.438E-10  42 97 
 Mo-98     1.622E-08  8.772E-10  42 98 
 Mo-100    5.952E-09  3.573E-10  42 100
 Ru-96     1.721E-09  1.463E-10  44 96 
 Ru-98     7.315E-10  5.035E-11  44 98 
 Ru-99     5.440E-09  3.473E-10  44 99 
 Ru-100    5.041E-09  3.464E-10  44 100
 Ru-101    6.451E-09  4.738E-10  44 101
 Ru-102    1.493E-08  8.849E-10  44 102
 Ru-104    8.169E-09  5.325E-10  44 104
 Rh-103    8.148E-09  5.273E-10  45 103
 Pd-102    5.169E-10  2.121E-11  46 102
 Pd-104    3.138E-09  2.361E-10  46 104
 Pd-105    6.347E-09  4.779E-10  46 105
 Pd-106    8.520E-09  5.905E-10  46 106
 Pd-108    9.413E-09  5.825E-10  46 108
 Pd-110    4.311E-09  2.628E-10  46 110
 Ag-107    4.845E-09  3.920E-10  47 107
 Ag-109    4.789E-09  3.710E-10  47 109
 Cd-106    5.816E-10  3.173E-11  48 106
 Cd-108    4.871E-10  2.302E-11  48 108
 Cd-110    4.491E-09  3.290E-10  48 110
 Cd-111    4.329E-09  3.402E-10  48 111
 Cd-112    9.256E-09  6.472E-10  48 112
 Cd-113    3.970E-09  3.307E-10  48 113
 Cd-114    1.133E-08  7.843E-10  48 114
 Cd-116    3.649E-09  2.081E-10  48 116
 In-113    1.656E-10  1.302E-11  49 113
 In-115    3.635E-09  2.957E-10  49 115
 Sn-112    1.368E-09  6.105E-11  50 112
 Sn-114    1.540E-09  4.217E-11  50 114
 Sn-115    2.977E-10  2.189E-11  50 115
 Sn-116    1.181E-08  9.466E-10  50 116
 Sn-117    6.242E-09  5.042E-10  50 117
 Sn-118    2.240E-08  1.605E-09  50 118
 Sn-119    7.059E-09  5.735E-10  50 119
 Sn-120    3.088E-08  2.196E-09  50 120
 Sn-122    5.792E-09  3.170E-10  50 122
 Sn-124    6.295E-09  4.030E-10  50 124
 Sb-121    4.304E-09  3.159E-10  51 121
 Sb-123    3.282E-09  2.401E-10  51 123
 Te-120    1.158E-10  8.142E-12  52 120
 Te-122    2.908E-09  2.244E-10  52 122
 Te-123    9.395E-10  7.893E-11  52 123
 Te-124    5.433E-09  4.220E-10  52 124
 Te-125    7.575E-09  6.307E-10  52 125
 Te-126    2.227E-08  1.688E-09  52 126
 Te-128    3.358E-08  2.866E-09  52 128
 Te-130    3.641E-08  3.105E-09  52 130
 I-127     8.853E-09  7.296E-10  53 127
 Xe-124    2.814E-10  1.105E-11  54 124
 Xe-126    2.122E-10  9.746E-12  54 126
 Xe-128    3.079E-09  1.971E-10  54 128
 Xe-129    2.745E-08  2.446E-09  54 129
 Xe-130    6.271E-09  3.933E-10  54 130
 Xe-131    2.251E-08  1.972E-09  54 131
 Xe-132    3.147E-08  2.403E-09  54 132
 Xe-134    1.488E-08  8.940E-10  54 134
 Xe-136    1.353E-08  7.392E-10  54 136
 Cs-133    9.436E-09  7.130E-10  55 133
 Ba-130    9.143E-10  9.072E-12  56 130
 Ba-132    1.881E-10  8.811E-12  56 132
 Ba-134    3.000E-09  2.136E-10  56 134
 Ba-135    7.741E-09  5.870E-10  56 135
 Ba-136    1.205E-08  7.044E-10  56 136
 Ba-137    1.339E-08  1.015E-09  56 137
 Ba-138    1.020E-07  6.526E-09  56 138
 La-138    1.463E-11  8.020E-13  57 138
 La-139    1.360E-08  8.951E-10  57 139
 Ce-136    2.728E-10  4.191E-12  58 136
 Ce-138    1.506E-10  5.739E-12  58 138
 Ce-140    2.947E-08  2.052E-09  58 140
 Ce-142    3.831E-09  2.615E-10  58 142
 Pr-141    4.842E-09  3.455E-10  59 141
 Nd-142    7.118E-09  4.960E-10  60 142
 Nd-143    2.997E-09  2.242E-10  60 143
 Nd-144    6.285E-09  4.413E-10  60 144
 Nd-145    2.321E-09  1.548E-10  60 145
 Nd-146    4.468E-09  3.224E-10  60 146
 Nd-148    1.513E-09  1.093E-10  60 148
 Nd-150    1.424E-09  1.084E-10  60 150
 Sm-144    1.148E-09  1.842E-11  62 144
 Sm-147    1.365E-09  9.172E-11  62 147
 Sm-148    8.032E-10  6.923E-11  62 148
 Sm-149    1.005E-09  8.569E-11  62 149
 Sm-150    5.517E-10  4.607E-11  62 150
 Sm-152    2.155E-09  1.692E-10  62 152
 Sm-154    2.015E-09  1.458E-10  62 154
 Eu-151    1.234E-09  1.018E-10  63 151
 Eu-153    1.293E-09  1.126E-10  63 153
 Gd-152    3.272E-11  1.474E-12  64 152
 Gd-154    2.240E-10  1.605E-11  64 154
 Gd-155    1.333E-09  1.096E-10  64 155
 Gd-156    2.104E-09  1.526E-10  64 156
 Gd-157    1.377E-09  1.174E-10  64 157
 Gd-158    2.329E-09  1.875E-10  64 158
 Gd-160    2.018E-09  1.671E-10  64 160
 Tb-159    1.624E-09  1.382E-10  65 159
 Dy-156    1.003E-11  5.018E-13  66 156
 Dy-158    2.607E-11  8.713E-13  66 158
 Dy-160    3.832E-10  2.151E-11  66 160
 Dy-161    2.049E-09  1.749E-10  66 161
 Dy-162    3.182E-09  2.374E-10  66 162
 Dy-163    2.657E-09  2.332E-10  66 163
 Dy-164    3.236E-09  2.656E-10  66 164
 Ho-165    4.687E-09  4.244E-10  67 165
 Er-162    3.207E-11  8.044E-13  68 162
 Er-164    2.293E-10  9.564E-12  68 164
 Er-166    2.602E-09  2.022E-10  68 166
 Er-167    1.603E-09  1.388E-10  68 167
 Er-168    2.069E-09  1.631E-10  68 168
 Er-170    1.238E-09  9.199E-11  68 170
 Tm-169    1.103E-09  9.271E-11  69 169
 Yb-168    6.848E-11  7.916E-13  70 168
 Yb-170    4.462E-10  1.873E-11  70 170
 Yb-171    1.078E-09  8.851E-11  70 171
 Yb-172    1.915E-09  1.361E-10  70 172
 Yb-173    1.215E-09  1.011E-10  70 173
 Yb-174    2.530E-09  2.007E-10  70 174
 Yb-176    1.099E-09  8.140E-11  70 176
 Lu-175    1.071E-09  9.139E-11  71 175
 Lu-176    4.055E-10  2.262E-11  71 176
 Hf-174    1.153E-10  6.156E-13  72 174
 Hf-176    3.732E-10  2.018E-11  72 176
 Hf-177    8.885E-10  7.189E-11  72 177
 Hf-178    1.577E-09  1.061E-10  72 178
 Hf-179    7.107E-10  5.326E-11  72 179
 Hf-180    1.999E-09  1.384E-10  72 180
 Ta-180    1.969E-12  1.215E-14  73 180
 Ta-181    1.200E-09  9.928E-11  73 181
 W-180     1.529E-10  4.197E-13  74 180
 W-182     1.467E-09  9.387E-11  74 182
 W-183     7.392E-10  5.099E-11  74 183
 W-184     1.749E-09  1.097E-10  74 184
 W-186     1.504E-09  1.029E-10  74 186
 Re-185    7.171E-10  5.239E-11  75 185
 Re-187    1.078E-09  8.865E-11  75 187
 Os-184    1.016E-10  3.554E-13  76 184
 Os-186    4.221E-10  2.889E-11  76 186
 Os-187    3.033E-10  2.999E-11  76 187
 Os-188    2.982E-09  2.437E-10  76 188
 Os-189    3.260E-09  2.987E-10  76 189
 Os-190    5.654E-09  4.883E-10  76 190
 Os-192    8.612E-09  7.664E-10  76 192
 Ir-191    7.278E-09  6.787E-10  77 191
 Ir-193    1.246E-08  1.154E-09  77 193
 Pt-190    2.757E-11  5.042E-13  78 190
 Pt-192    5.248E-10  2.925E-11  78 192
 Pt-194    1.407E-08  1.245E-09  78 194
 Pt-195    1.404E-08  1.284E-09  78 195
 Pt-196    1.147E-08  9.630E-10  78 196
 Pt-198    3.529E-09  2.761E-10  78 198
 Au-197    6.341E-09  5.417E-10  79 197
 Hg-196    4.445E-10  1.505E-12  80 196
 Hg-198    1.774E-09  9.875E-11  80 198
 Hg-199    2.542E-09  1.680E-10  80 199
 Hg-200    4.188E-09  2.311E-10  80 200
 Hg-201    2.299E-09  1.326E-10  80 201
 Hg-202    5.966E-09  3.018E-10  80 202
 Hg-204    2.595E-09  7.007E-11  80 204
 Tl-203    3.350E-09  1.610E-10  81 203
 Tl-205    5.725E-09  3.882E-10  81 205
 Pb-204    4.353E-09  1.466E-10  82 204
 Pb-208    6.053E-08  4.425E-09  82 208
 Bi-209    5.814E-09  4.359E-10  83 209
