H Table: (M=12.0,Z=0.01)
#H Lifetime: 1.970E+07
#H Mfinal: 1.610E+00
 Isotopes  Yields     X0         Z  A  
 K-40      1.126E-06  2.503E-10  19 40 
 K-41      1.072E-05  1.479E-07  19 41 
 Ca-40     8.494E-03  3.613E-05  20 40 
 Ca-42     8.314E-05  2.532E-07  20 42 
 Ca-43     9.949E-06  5.408E-08  20 43 
 Ca-44     1.110E-04  8.551E-07  20 44 
 Ca-46     4.988E-07  1.714E-09  20 46 
 Ca-48     1.013E-06  8.362E-08  20 48 
 Sc-45     2.240E-06  2.707E-08  21 45 
 Ti-46     1.866E-05  1.616E-07  22 46 
 Ti-47     3.970E-06  1.488E-07  22 47 
 Ti-48     5.318E-04  1.507E-06  22 48 
 Ti-49     1.491E-05  1.129E-07  22 49 
 Ti-50     1.286E-06  1.104E-07  22 50 
 V-50      7.533E-08  5.077E-10  23 50 
 V-51      3.146E-05  2.069E-07  23 51 
 Cr-50     8.674E-05  4.133E-07  24 50 
 Cr-52     2.698E-03  8.288E-06  24 52 
 Cr-53     1.821E-04  9.578E-07  24 53 
 Cr-54     3.107E-06  2.429E-07  24 54 
 Mn-55     8.167E-04  5.491E-06  25 55 
 Fe-54     4.770E-03  4.059E-05  26 54 
 Fe-56     1.937E-01  6.608E-04  26 56 
 Fe-57     5.476E-03  1.553E-05  26 57 
 Fe-58     4.996E-05  2.103E-06  26 58 
 Co-59     2.007E-03  1.996E-06  27 59 
 Ni-58     1.666E-02  2.855E-05  28 58 
 Ni-60     9.002E-03  1.138E-05  28 60 
 Ni-61     1.755E-04  5.029E-07  28 61 
 Ni-62     2.823E-03  1.630E-06  28 62 
 Ni-64     3.749E-05  4.284E-07  28 64 
 Cu-63     5.073E-05  3.300E-07  29 63 
 Cu-65     2.215E-05  1.517E-07  29 65 
 Zn-64     2.949E-05  5.654E-07  30 64 
 Zn-66     6.888E-05  3.345E-07  30 66 
 Zn-67     6.960E-06  4.990E-08  30 67 
 Zn-68     8.285E-06  2.316E-07  30 68 
 Zn-70     5.779E-07  7.884E-09  30 70 
 Ga-69     4.016E-06  2.275E-08  31 69 
 Ga-71     1.198E-06  1.554E-08  31 71 
 Ge-70     4.538E-06  2.579E-08  32 70 
 Ge-72     2.961E-06  3.455E-08  32 72 
 Ge-73     3.541E-07  9.773E-09  32 73 
 Ge-74     7.758E-07  4.614E-08  32 74 
 Ge-76     2.205E-07  9.815E-09  32 76 
 As-75     5.025E-07  7.150E-09  33 75 
 Se-74     4.100E-07  5.989E-10  34 74 
 Se-76     8.637E-07  6.481E-09  34 76 
 Se-77     2.301E-07  5.352E-09  34 77 
 Se-78     3.010E-07  1.688E-08  34 78 
 Se-80     3.882E-07  3.613E-08  34 80 
 Se-82     1.033E-07  6.518E-09  34 82 
 Br-79     1.433E-07  6.947E-09  35 79 
 Br-81     1.370E-07  6.930E-09  35 81 
 Kr-78     6.070E-08  1.950E-10  36 78 
 Kr-80     1.697E-07  1.287E-09  36 80 
 Kr-82     1.168E-07  6.598E-09  36 82 
 Kr-83     8.866E-08  6.621E-09  36 83 
 Kr-84     3.503E-07  3.301E-08  36 84 
 Kr-86     1.265E-07  1.022E-08  36 86 
 Rb-85     8.476E-08  6.412E-09  37 85 
 Rb-87     4.407E-08  2.531E-09  37 87 
 Sr-84     2.394E-08  1.614E-10  38 84 
 Sr-86     6.819E-08  2.922E-09  38 86 
 Sr-87     2.594E-08  2.222E-09  38 87 
 Sr-88     2.639E-07  2.505E-08  38 88 
 Y-89      7.733E-08  6.147E-09  39 89 
 Zr-90     1.216E-07  7.672E-09  40 90 
 Zr-91     2.042E-08  1.692E-09  40 91 
 Zr-92     2.942E-08  2.613E-09  40 92 
 Zr-94     2.957E-08  2.707E-09  40 94 
 Zr-96     8.102E-09  4.452E-10  40 96 
 Nb-93     1.064E-08  9.500E-10  41 93 
 Mo-92     4.882E-09  5.062E-10  42 92 
 Mo-94     3.184E-09  3.224E-10  42 94 
 Mo-95     8.129E-09  5.609E-10  42 95 
 Mo-96     5.662E-09  5.938E-10  42 96 
 Mo-97     4.361E-09  3.438E-10  42 97 
 Mo-98     9.370E-09  8.772E-10  42 98 
 Mo-100    4.189E-09  3.573E-10  42 100
 Ru-96     1.390E-09  1.463E-10  44 96 
 Ru-98     5.023E-10  5.035E-11  44 98 
 Ru-99     3.668E-09  3.473E-10  44 99 
 Ru-100    3.340E-09  3.464E-10  44 100
 Ru-101    4.805E-09  4.738E-10  44 101
 Ru-102    9.488E-09  8.849E-10  44 102
 Ru-104    6.162E-09  5.325E-10  44 104
 Rh-103    5.981E-09  5.273E-10  45 103
 Pd-102    2.856E-10  2.121E-11  46 102
 Pd-104    2.337E-09  2.361E-10  46 104
 Pd-105    4.813E-09  4.779E-10  46 105
 Pd-106    6.088E-09  5.905E-10  46 106
 Pd-108    5.912E-09  5.825E-10  46 108
 Pd-110    3.015E-09  2.628E-10  46 110
 Ag-107    3.786E-09  3.920E-10  47 107
 Ag-109    3.560E-09  3.710E-10  47 109
 Cd-106    3.885E-10  3.173E-11  48 106
 Cd-108    3.312E-10  2.302E-11  48 108
 Cd-110    3.283E-09  3.290E-10  48 110
 Cd-111    3.319E-09  3.402E-10  48 111
 Cd-112    6.452E-09  6.472E-10  48 112
 Cd-113    3.156E-09  3.307E-10  48 113
 Cd-114    7.672E-09  7.843E-10  48 114
 Cd-116    2.394E-09  2.081E-10  48 116
 In-113    1.273E-10  1.302E-11  49 113
 In-115    2.824E-09  2.957E-10  49 115
 Sn-112    8.887E-10  6.105E-11  50 112
 Sn-114    7.364E-10  4.217E-11  50 114
 Sn-115    2.055E-10  2.189E-11  50 115
 Sn-116    8.887E-09  9.466E-10  50 116
 Sn-117    4.831E-09  5.042E-10  50 117
 Sn-118    1.541E-08  1.605E-09  50 118
 Sn-119    5.476E-09  5.735E-10  50 119
 Sn-120    2.105E-08  2.196E-09  50 120
 Sn-122    3.564E-09  3.170E-10  50 122
 Sn-124    4.756E-09  4.030E-10  50 124
 Sb-121    3.099E-09  3.159E-10  51 121
 Sb-123    2.398E-09  2.401E-10  51 123
 Te-120    8.389E-11  8.142E-12  52 120
 Te-122    2.250E-09  2.244E-10  52 122
 Te-123    7.596E-10  7.893E-11  52 123
 Te-124    3.998E-09  4.220E-10  52 124
 Te-125    6.036E-09  6.307E-10  52 125
 Te-126    1.680E-08  1.688E-09  52 126
 Te-128    2.750E-08  2.866E-09  52 128
 Te-130    3.029E-08  3.105E-09  52 130
 I-127     6.970E-09  7.296E-10  53 127
 Xe-124    1.768E-10  1.105E-11  54 124
 Xe-126    1.517E-10  9.746E-12  54 126
 Xe-128    2.190E-09  1.971E-10  54 128
 Xe-129    2.276E-08  2.446E-09  54 129
 Xe-130    4.279E-09  3.933E-10  54 130
 Xe-131    1.868E-08  1.972E-09  54 131
 Xe-132    2.353E-08  2.403E-09  54 132
 Xe-134    1.110E-08  8.940E-10  54 134
 Xe-136    9.908E-09  7.392E-10  54 136
 Cs-133    7.148E-09  7.130E-10  55 133
 Ba-130    5.544E-10  9.072E-12  56 130
 Ba-132    1.151E-10  8.811E-12  56 132
 Ba-134    2.175E-09  2.136E-10  56 134
 Ba-135    5.835E-09  5.870E-10  56 135
 Ba-136    6.969E-09  7.044E-10  56 136
 Ba-137    9.816E-09  1.015E-09  56 137
 Ba-138    6.410E-08  6.526E-09  56 138
 La-138    7.055E-12  8.020E-13  57 138
 La-139    8.799E-09  8.951E-10  57 139
 Ce-136    1.938E-10  4.191E-12  58 136
 Ce-138    1.099E-10  5.739E-12  58 138
 Ce-140    2.015E-08  2.052E-09  58 140
 Ce-142    2.885E-09  2.615E-10  58 142
 Pr-141    3.451E-09  3.455E-10  59 141
 Nd-142    4.745E-09  4.960E-10  60 142
 Nd-143    2.248E-09  2.242E-10  60 143
 Nd-144    4.822E-09  4.413E-10  60 144
 Nd-145    1.716E-09  1.548E-10  60 145
 Nd-146    3.406E-09  3.224E-10  60 146
 Nd-148    1.191E-09  1.093E-10  60 148
 Nd-150    1.132E-09  1.084E-10  60 150
 Sm-144    6.381E-10  1.842E-11  62 144
 Sm-147    1.086E-09  9.172E-11  62 147
 Sm-148    6.670E-10  6.923E-11  62 148
 Sm-149    8.286E-10  8.569E-11  62 149
 Sm-150    4.552E-10  4.607E-11  62 150
 Sm-152    1.723E-09  1.692E-10  62 152
 Sm-154    1.592E-09  1.458E-10  62 154
 Eu-151    9.684E-10  1.018E-10  63 151
 Eu-153    1.061E-09  1.126E-10  63 153
 Gd-152    3.553E-11  1.474E-12  64 152
 Gd-154    1.865E-10  1.605E-11  64 154
 Gd-155    1.070E-09  1.096E-10  64 155
 Gd-156    1.667E-09  1.526E-10  64 156
 Gd-157    1.121E-09  1.174E-10  64 157
 Gd-158    1.883E-09  1.875E-10  64 158
 Gd-160    1.631E-09  1.671E-10  64 160
 Tb-159    1.308E-09  1.382E-10  65 159
 Dy-156    7.437E-12  5.018E-13  66 156
 Dy-158    1.271E-11  8.713E-13  66 158
 Dy-160    2.579E-10  2.151E-11  66 160
 Dy-161    1.663E-09  1.749E-10  66 161
 Dy-162    2.503E-09  2.374E-10  66 162
 Dy-163    2.177E-09  2.332E-10  66 163
 Dy-164    2.634E-09  2.656E-10  66 164
 Ho-165    3.914E-09  4.244E-10  67 165
 Er-162    1.698E-11  8.044E-13  68 162
 Er-164    1.296E-10  9.564E-12  68 164
 Er-166    2.055E-09  2.022E-10  68 166
 Er-167    1.313E-09  1.388E-10  68 167
 Er-168    1.667E-09  1.631E-10  68 168
 Er-170    9.554E-10  9.199E-11  68 170
 Tm-169    8.870E-10  9.271E-11  69 169
 Yb-168    1.624E-11  7.916E-13  70 168
 Yb-170    2.452E-10  1.873E-11  70 170
 Yb-171    8.619E-10  8.851E-11  70 171
 Yb-172    1.474E-09  1.361E-10  70 172
 Yb-173    9.800E-10  1.011E-10  70 173
 Yb-174    2.017E-09  2.007E-10  70 174
 Yb-176    8.585E-10  8.140E-11  70 176
 Lu-175    8.667E-10  9.139E-11  71 175
 Lu-176    2.458E-10  2.262E-11  71 176
 Hf-174    1.857E-11  6.156E-13  72 174
 Hf-176    2.207E-10  2.018E-11  72 176
 Hf-177    7.081E-10  7.189E-11  72 177
 Hf-178    1.226E-09  1.061E-10  72 178
 Hf-179    5.401E-10  5.326E-11  72 179
 Hf-180    1.456E-09  1.384E-10  72 180
 Ta-180    1.985E-13  1.215E-14  73 180
 Ta-181    9.543E-10  9.928E-11  73 181
 W-180     2.303E-11  4.197E-13  74 180
 W-182     1.062E-09  9.387E-11  74 182
 W-183     5.461E-10  5.099E-11  74 183
 W-184     1.283E-09  1.097E-10  74 184
 W-186     1.070E-09  1.029E-10  74 186
 Re-185    5.348E-10  5.239E-11  75 185
 Re-187    8.448E-10  8.865E-11  75 187
 Os-184    2.424E-11  3.554E-13  76 184
 Os-186    2.893E-10  2.889E-11  76 186
 Os-187    2.709E-10  2.999E-11  76 187
 Os-188    2.379E-09  2.437E-10  76 188
 Os-189    2.721E-09  2.987E-10  76 189
 Os-190    4.681E-09  4.883E-10  76 190
 Os-192    7.160E-09  7.664E-10  76 192
 Ir-191    6.123E-09  6.787E-10  77 191
 Ir-193    1.050E-08  1.154E-09  77 193
 Pt-190    1.381E-11  5.042E-13  78 190
 Pt-192    4.450E-10  2.925E-11  78 192
 Pt-194    1.182E-08  1.245E-09  78 194
 Pt-195    1.182E-08  1.284E-09  78 195
 Pt-196    9.477E-09  9.630E-10  78 196
 Pt-198    2.798E-09  2.761E-10  78 198
 Au-197    5.179E-09  5.417E-10  79 197
 Hg-196    1.224E-10  1.505E-12  80 196
 Hg-198    1.129E-09  9.875E-11  80 198
 Hg-199    1.804E-09  1.680E-10  80 199
 Hg-200    2.651E-09  2.311E-10  80 200
 Hg-201    1.447E-09  1.326E-10  80 201
 Hg-202    3.621E-09  3.018E-10  80 202
 Hg-204    1.865E-09  7.007E-11  80 204
 Tl-203    1.901E-09  1.610E-10  81 203
 Tl-205    3.925E-09  3.882E-10  81 205
 Pb-204    1.464E-09  1.466E-10  82 204
 Pb-208    4.433E-08  4.425E-09  82 208
 Bi-209    4.394E-09  4.359E-10  83 209
