H Table: (M=3.0,Z=0.01)

Isotopes	Yields
H-1		9.1909128E-01	
H-2		2.9879585E-06	
He-3		1.8470300E-04	
He-4		3.8539304E-01	
Be-7		4.6838774E-11	
B-8   		3.2557039E-26	
Li-7		1.0024403E-11	
C-11		4.0937141E-27	
B-11		1.9092749E-09	
C-12		1.4174572E-02	
C-13		6.4498460E-05	
N-13		2.2074208E-18	
N-14		2.1811816E-03	
C-14		2.8658949E-08	
N-15		1.2247322E-06	
O-16		1.1308961E-02	
O-17		1.3825149E-05	
O-18		9.7481596E-06	
F-17		7.0991659E-24	
F-18		1.0906414E-25	
F-19		1.4122196E-06	
Ne-20		1.2322290E-03	
Ne-21 		3.8931540E-06	
Ne-22		7.1720602E-04	
Na-22		6.0332330E-16	
Na-23		4.2868868E-05	
Mg-23		1.3272571E-99	
Mg-24		3.9675271E-04	
Mg-25		8.3079227E-05	
Mg-26		1.2662062E-04	
Al-26		3.8843254E-08	
Al-27		4.4777635E-05	
Si-27		1.3272571E-99	
Si-28		4.9795945E-04	
Si-29		2.6635267E-05	
Si-30		1.9446354E-05	
P-31		5.0435267E-06	
S-31		1.3272571E-99	
Be-8		1.3272571E-99	
O-14		7.4186586E-35	
O-15		1.6237830E-23	
Na-21		1.1248709E-29	
Al-25		1.2785825E-64	
P-29		1.3272571E-99	
P-30		1.3272571E-99	
Pb-206		2.1591124E-08	
Pb-207		2.5073543E-08	
Bi-211		1.3272571E-99	
Po-210		1.3272571E-99	
F-20		1.3272571E-99	
Ne-19		1.3272571E-99	
Na-24		1.7862488E-41	
Mg-27		1.3272571E-99	
Mg-28		1.3272571E-99	
Al-28		1.3272571E-99	
Al-29		1.3272571E-99	
Si-31		1.6198517E-49	
Si-32		2.9040224E-11	
P-32		6.5935475E-15	
P-33		1.3308127E-99	
P-34		1.3272571E-99	
P-35		1.3272571E-99	
S-32		2.6671009E-04	
S-33		2.2605698E-06	
S-34		1.3032568E-05	
S-35		4.6212199E-42	
S-36		1.0291815E-07	
S-37		1.3272571E-99	
S-38		1.3272571E-99	
Cl-34		1.3272571E-99	
Cl-35		4.5118837E-06	
Cl-36		5.9216351E-09	
Cl-37		1.7914992E-06	
Cl-38		1.3272571E-99	
Cl-39		1.3272571E-99	
Cl-40		1.3272571E-99	
Ar-35		1.3272571E-99	
Ar-36		5.4224296E-05	
Ar-37		1.1775152E-10	
Ar-38		1.0782694E-05	
Ar-39		1.9522256E-08	
Ar-40		3.5570344E-08	
Ar-41		1.3272571E-99	
Ar-42		1.4279861E-14	
Ar-43		1.3272571E-99	
Ar-44		1.3272571E-99	
K-38		1.3272571E-99	
K-39		2.6240251E-06	
K-40		1.0924188E-08	
K-41		2.1109905E-07	
K-42		6.2480282E-19	
K-43		1.3272571E-99	
K-44		1.3272571E-99	
K-45		1.3272571E-99	
K-46		1.3272571E-99	
Ca-39		1.3272571E-99	
Ca-40		4.7899474E-05	
Ca-41		1.1455578E-08	
Ca-42		3.6400240E-07	
Ca-43		7.8795378E-08	
Ca-44		1.1520762E-06	
Ca-45		8.1101449E-41	
Ca-46		3.9755902E-09	
Ca-47		1.3272571E-99	
Ca-48		1.1162819E-07	
Ca-49		1.3272571E-99	
Sc-43		1.3272571E-99	
Sc-44		1.3272571E-99	
Sc-45		4.1592073E-08	
Sc-46		4.4202558E-40	
Sc-47		1.3272571E-99	
Sc-48		1.3272571E-99	
Sc-49		1.3272571E-99	
Sc-50		1.3272571E-99	
Ti-44		2.3873926E-23	
Ti-45		1.3272571E-99	
Ti-46		2.1853877E-07	
Ti-47		1.9760234E-07	
Ti-48		1.9812472E-06	
Ti-49		1.6911408E-07	
Ti-50		1.8236200E-07	
Ti-51		1.3272571E-99	
Ti-52		1.3272571E-99	
V-47		1.3272571E-99	
V-48		1.3272571E-99	
V-49		1.0527168E-18	
V-50		6.6427679E-10	
V-51		2.7489288E-07	
V-52		1.3272571E-99	
V-53		1.3272571E-99	
Cr-48		1.3272571E-99	
Cr-49		1.3272571E-99	
Cr-50		5.4064114E-07	
Cr-51		4.0623325E-12	
Cr-52		1.0987187E-05	
Cr-53		1.2726435E-06	
Cr-54		4.1071908E-07	
Cr-55		1.3272571E-99	
Cr-56		1.3272571E-99	
Mn-51		1.3272571E-99	
Mn-52		1.3272571E-99	
Mn-53		1.6753961E-18	
Mn-54		8.6489882E-19	
Mn-55		7.2622212E-06	
Mn-56		3.2637730E-64	
Mn-57		1.3272571E-99	
Fe-52		1.3272571E-99	
Fe-53		1.3272571E-99	
Fe-54		5.3215212E-05	
Fe-55		1.0433329E-07	
Fe-56		8.7399612E-04	
Fe-57		2.2859496E-05	
Fe-58		7.4498619E-06	
Fe-59		9.1437060E-37	
Fe-60		1.7734128E-07	
Fe-61		1.3272571E-99	
Co-55		1.3272571E-99	
Co-56		1.3272571E-99	
Co-57		6.0997313E-18	
Co-58		4.5766872E-49	
Co-59		3.8168032E-06	
Co-60		7.0359973E-14	
Co-61		1.3272571E-99	
Co-62		1.3272571E-99	
Co-63		1.3272571E-99	
Ni-56		1.3272571E-99	
Ni-57		1.3272571E-99	
Ni-58		3.7440300E-05	
Ni-59		6.5815344E-08	
Ni-60		1.5895877E-05	
Ni-61		1.1002418E-06	
Ni-62		3.1310737E-06	
Ni-63		8.6347598E-08	
Ni-64		1.2155124E-06	
Ni-65		1.8433579E-79	
Ni-66		1.3272571E-99	
Ni-67		1.3272571E-99	
Ni-68		1.3272571E-99	
Cu-60		1.3272571E-99	
Cu-61		1.3272571E-99	
Cu-62		1.3272571E-99	
Cu-63		6.8627003E-07	
Cu-64		1.8297471E-40	
Cu-65		3.8190506E-07	
Cu-66		1.3272573E-99	
Cu-67		1.3272571E-99	
Cu-68		1.3272571E-99	
Cu-69		1.3272571E-99	
Cu-70		1.3272571E-99	
Cu-71		1.3272571E-99	
Zn-62		1.3272571E-99	
Zn-63		1.3272571E-99	
Zn-64		7.9845428E-07	
Zn-65		9.3820628E-10	
Zn-66		5.9681384E-07	
Zn-67		9.9352820E-08	
Zn-68		4.5747366E-07	
Zn-69		2.2849491E-85	
Zn-70		1.0611735E-08	
Zn-71		1.3272571E-99	
Zn-72		1.3272571E-99	
Zn-73		1.3272571E-99	
Zn-74		1.3272571E-99	
Ga-65		1.3272571E-99	
Ga-66		1.3272571E-99	
Ga-67		1.3272571E-99	
Ga-68		1.3272571E-99	
Ga-69		5.0246547E-08	
Ga-70		1.3272738E-99	
Ga-71		3.3313388E-08	
Ga-72		1.4030851E-46	
Ga-73		1.3272571E-99	
Ga-74		1.3272571E-99	
Ga-75		1.3272571E-99	
Ge-66		1.3272571E-99	
Ge-67		1.3272571E-99	
Ge-68		1.3272571E-99	
Ge-69		1.3272571E-99	
Ge-70		6.1550998E-08	
Ge-71		6.4308484E-40	
Ge-72		6.9536578E-08	
Ge-73		1.9894333E-08	
Ge-74		9.6273159E-08	
Ge-75		1.4410145E-99	
Ge-76		1.3109138E-08	
Ge-77		1.3272571E-99	
Ge-78		1.3272571E-99	
As-69		1.3272571E-99	
As-70		1.3272571E-99	
As-71		1.3272571E-99	
As-72		1.3272571E-99	
As-73		1.3272571E-99	
As-74		1.1434417E-24	
As-75		1.2908260E-08	
As-76		4.6978797E-45	
As-77		1.3272571E-99	
As-78		1.3272571E-99	
As-79		1.3272571E-99	
As-80		1.3272571E-99	
As-81		1.3272571E-99	
Se-72		1.3272571E-99	
Se-73		1.3272571E-99	
Se-74		7.8157349E-10	
Se-75		1.3272571E-99	
Se-76		1.5992701E-08	
Se-77		9.8745813E-09	
Se-78		3.8128661E-08	
Se-79		2.7763765E-09	
Se-80		6.1839709E-08	
Se-81		1.3272571E-99	
Se-82		8.6424307E-09	
Se-83		1.3272571E-99	
Se-84		1.3272571E-99	
Br-74		1.3272571E-99	
Br-75		1.3272571E-99	
Br-76		1.3272571E-99	
Br-77		1.3272571E-99	
Br-78		1.3272571E-99	
Br-79		9.5830157E-09	
Br-80		1.3272571E-99	
Br-81		1.1546020E-08	
Br-82		6.5241127E-49	
Br-83		1.3272571E-99	
Br-84		1.3272571E-99	
Br-85		1.3272571E-99	
Br-86		1.3272571E-99	
Br-87		1.3272571E-99	
Kr-76		1.3272571E-99	
Kr-77		1.3272571E-99	
Kr-78		2.5446720E-10	
Kr-79		1.3272571E-99	
Kr-80		1.9545827E-09	
Kr-81		9.0439076E-11	
Kr-82		1.4542613E-08	
Kr-83		1.0751837E-08	
Kr-84		5.7080302E-08	
Kr-85		7.6416509E-13	
Kr-86		2.1738522E-08	
Kr-87		1.3272571E-99	
Kr-88		1.3272571E-99	
Kr-89		1.3272571E-99	
Kr-90		1.3272571E-99	
Rb-79		1.3272571E-99	
Rb-80		1.3272571E-99	
Rb-81		1.3272571E-99	
Rb-82		1.3272571E-99	
Rb-83		1.3272571E-99	
Rb-84		3.8423839E-27	
Rb-85		1.2578007E-08	
Rb-86		4.7527314E-41	
Rb-87		7.0197743E-09	
Rb-88		1.3272571E-99	
Rb-89		1.3272571E-99	
Rb-90		1.3272571E-99	
Rb-91		1.3272571E-99	
Sr-80		1.3272571E-99	
Sr-81		1.3272571E-99	
Sr-82		1.3272571E-99	
Sr-83		1.3272571E-99	
Sr-84		2.1060297E-10	
Sr-85		1.3272571E-99	
Sr-86		7.2382996E-09	
Sr-87		5.0077748E-09	
Sr-88		7.1465311E-08	
Sr-89		9.0535046E-43	
Sr-90		7.9155579E-12	
Sr-91		1.3272571E-99	
Sr-92		1.3272571E-99	
Sr-93		1.3272571E-99	
Sr-94		1.3272571E-99	
Y-85		1.3272571E-99	
Y-86		1.3272571E-99	
Y-87		1.3272571E-99	
Y-88		1.3272571E-99	
Y-89		1.9420502E-08	
Y-90		2.0137024E-15	
Y-91		1.3272571E-99	
Y-92		1.3272571E-99	
Y-93		1.3272571E-99	
Y-94		1.3272571E-99	
Y-95		1.3272571E-99	
Y-96		1.3272571E-99	
Zr-86		1.3272571E-99	
Zr-87		1.3272571E-99	
Zr-88		1.3272571E-99	
Zr-89		1.3272571E-99	
Zr-90		2.0875418E-08	
Zr-91		5.4591263E-09	
Zr-92		8.7755695E-09	
Zr-93		1.9766305E-09	
Zr-94		1.0114839E-08	
Zr-95		3.0765018E-42	
Zr-96		1.5017462E-09	
Zr-97		1.3272571E-99	
Zr-98		1.3272571E-99	
Nb-89		1.3272571E-99	
Nb-90		1.3272571E-99	
Nb-91		1.8097934E-27	
Nb-92		1.3272571E-99	
Nb-93		1.2401776E-09	
Nb-94		5.1045583E-15	
Nb-95		1.0871064E-43	
Nb-96		1.3272571E-99	
Nb-97		1.3272571E-99	
Nb-98		1.3272571E-99	
Nb-99		1.3272571E-99	
Mo-90		1.3272571E-99	
Mo-91		1.3272571E-99	
Mo-92		6.6159593E-10	
Mo-93		3.0932972E-13	
Mo-94		4.2675606E-10	
Mo-95		1.6642861E-09	
Mo-96		2.6096411E-09	
Mo-97		1.0468372E-09	
Mo-98		2.9464927E-09	
Mo-99		1.8386687E-79	
Mo-100		5.7924048E-10	
Mo-101		1.3272571E-99	
Mo-102		1.3272571E-99	
Tc-93		1.3272571E-99	
