H Table: (M=6.0,Z=0.01)
#H Lifetime: 7.106E+07
#H Mfinal: 9.938E-01
 Isotopes  Yields     X0         Z  A  
 Tm-169    4.581E-10  9.271E-11  69 169
 Yb-168    3.809E-12  7.916E-13  70 168
 Yb-170    1.149E-10  1.873E-11  70 170
 Yb-171    4.472E-10  8.851E-11  70 171
 Yb-172    7.092E-10  1.361E-10  70 172
 Yb-173    5.104E-10  1.011E-10  70 173
 Yb-174    1.062E-09  2.007E-10  70 174
 Yb-176    4.286E-10  8.140E-11  70 176
 Lu-175    4.517E-10  9.139E-11  71 175
 Lu-176    1.223E-10  2.262E-11  71 176
 Hf-174    2.974E-12  6.156E-13  72 174
 Hf-176    1.057E-10  2.018E-11  72 176
 Hf-177    3.564E-10  7.189E-11  72 177
 Hf-178    5.663E-10  1.061E-10  72 178
 Hf-179    2.741E-10  5.326E-11  72 179
 Hf-180    7.496E-10  1.384E-10  72 180
 Ta-180    5.851E-14  1.215E-14  73 180
 Ta-181    4.941E-10  9.928E-11  73 181
 W-180     2.056E-12  4.197E-13  74 180
 W-182     5.002E-10  9.387E-11  74 182
 W-183     2.687E-10  5.099E-11  74 183
 W-184     5.828E-10  1.097E-10  74 184
 W-186     5.285E-10  1.029E-10  74 186
 Re-185    2.645E-10  5.239E-11  75 185
 Re-187    4.325E-10  8.865E-11  75 187
 Os-184    1.729E-12  3.554E-13  76 184
 Os-186    1.610E-10  2.889E-11  76 186
 Os-187    1.508E-10  2.999E-11  76 187
 Os-188    1.250E-09  2.437E-10  76 188
 Os-189    1.446E-09  2.987E-10  76 189
 Os-190    2.491E-09  4.883E-10  76 190
 Os-192    3.814E-09  7.664E-10  76 192
 Ir-191    3.272E-09  6.787E-10  77 191
 Ir-193    5.607E-09  1.154E-09  77 193
 Pt-190    2.460E-12  5.042E-13  78 190
 Pt-192    2.506E-10  2.925E-11  78 192
 Pt-194    6.320E-09  1.245E-09  78 194
 Pt-195    6.313E-09  1.284E-09  78 195
 Pt-196    5.010E-09  9.630E-10  78 196
 Pt-198    1.377E-09  2.761E-10  78 198
 Au-197    2.689E-09  5.417E-10  79 197
 Hg-196    7.412E-12  1.505E-12  80 196
 Hg-198    6.131E-10  9.875E-11  80 198
 Hg-199    8.621E-10  1.680E-10  80 199
 Hg-200    1.238E-09  2.311E-10  80 200
 Hg-201    6.911E-10  1.326E-10  80 201
 Hg-202    1.631E-09  3.018E-10  80 202
 Hg-204    3.613E-10  7.007E-11  80 204
 Tl-203    8.617E-10  1.610E-10  81 203
 Tl-205    2.025E-09  3.882E-10  81 205
 Pb-204    8.054E-10  1.466E-10  82 204
 Pb-208    2.448E-08  4.425E-09  82 208
 Bi-209    2.272E-09  4.359E-10  83 209
