H Table: (M=20.0,Z=0.01)
#H Lifetime: 9.915E+06
#H Mfinal: 2.770E+00
 Isotopes  Yields     X0         Z  A  
 Sr-86     5.134E-07  2.922E-09  38 86 
 Sr-87     4.260E-07  2.222E-09  38 87 
 Sr-88     3.436E-06  2.505E-08  38 88 
 Y-89      5.126E-07  6.147E-09  39 89 
 Zr-90     3.628E-07  7.672E-09  40 90 
 Zr-91     9.952E-08  1.692E-09  40 91 
 Zr-92     1.086E-07  2.613E-09  40 92 
 Zr-94     7.156E-08  2.707E-09  40 94 
 Zr-96     2.080E-08  4.452E-10  40 96 
 Nb-93     4.684E-08  9.500E-10  41 93 
 Mo-92     7.678E-09  5.062E-10  42 92 
 Mo-94     5.598E-09  3.224E-10  42 94 
 Mo-95     2.703E-08  5.609E-10  42 95 
 Mo-96     1.114E-08  5.938E-10  42 96 
 Mo-97     1.124E-08  3.438E-10  42 97 
 Mo-98     2.120E-08  8.772E-10  42 98 
 Mo-100    7.713E-09  3.573E-10  42 100
 Ru-96     2.111E-09  1.463E-10  44 96 
 Ru-98     1.178E-09  5.035E-11  44 98 
 Ru-99     7.323E-09  3.473E-10  44 99 
 Ru-100    7.165E-09  3.464E-10  44 100
 Ru-101    7.919E-09  4.738E-10  44 101
 Ru-102    1.805E-08  8.849E-10  44 102
 Ru-104    1.092E-08  5.325E-10  44 104
 Rh-103    9.933E-09  5.273E-10  45 103
 Pd-102    7.991E-10  2.121E-11  46 102
 Pd-104    4.379E-09  2.361E-10  46 104
 Pd-105    7.863E-09  4.779E-10  46 105
 Pd-106    1.113E-08  5.905E-10  46 106
 Pd-108    1.129E-08  5.825E-10  46 108
 Pd-110    6.031E-09  2.628E-10  46 110
 Ag-107    6.177E-09  3.920E-10  47 107
 Ag-109    6.482E-09  3.710E-10  47 109
 Cd-106    8.238E-10  3.173E-11  48 106
 Cd-108    1.051E-09  2.302E-11  48 108
 Cd-110    5.914E-09  3.290E-10  48 110
 Cd-111    5.447E-09  3.402E-10  48 111
 Cd-112    1.180E-08  6.472E-10  48 112
 Cd-113    5.299E-09  3.307E-10  48 113
 Cd-114    1.494E-08  7.843E-10  48 114
 Cd-116    5.758E-09  2.081E-10  48 116
 In-113    2.436E-10  1.302E-11  49 113
 In-115    5.022E-09  2.957E-10  49 115
 Sn-112    1.945E-09  6.105E-11  50 112
 Sn-114    1.882E-09  4.217E-11  50 114
 Sn-115    3.964E-10  2.189E-11  50 115
 Sn-116    1.591E-08  9.466E-10  50 116
 Sn-117    8.225E-09  5.042E-10  50 117
 Sn-118    2.862E-08  1.605E-09  50 118
 Sn-119    9.648E-09  5.735E-10  50 119
 Sn-120    3.963E-08  2.196E-09  50 120
 Sn-122    8.540E-09  3.170E-10  50 122
 Sn-124    8.038E-09  4.030E-10  50 124
 Sb-121    6.413E-09  3.159E-10  51 121
 Sb-123    4.274E-09  2.401E-10  51 123
 Te-120    2.415E-10  8.142E-12  52 120
 Te-122    3.578E-09  2.244E-10  52 122
 Te-123    1.193E-09  7.893E-11  52 123
 Te-124    6.899E-09  4.220E-10  52 124
 Te-125    9.725E-09  6.307E-10  52 125
 Te-126    2.789E-08  1.688E-09  52 126
 Te-128    4.266E-08  2.866E-09  52 128
 Te-130    4.577E-08  3.105E-09  52 130
 I-127     1.142E-08  7.296E-10  53 127
 Xe-124    6.446E-10  1.105E-11  54 124
 Xe-126    6.944E-10  9.746E-12  54 126
 Xe-128    4.032E-09  1.971E-10  54 128
 Xe-129    3.376E-08  2.446E-09  54 129
 Xe-130    8.656E-09  3.933E-10  54 130
 Xe-131    2.831E-08  1.972E-09  54 131
 Xe-132    4.061E-08  2.403E-09  54 132
 Xe-134    1.798E-08  8.940E-10  54 134
 Xe-136    1.641E-08  7.392E-10  54 136
 Cs-133    1.259E-08  7.130E-10  55 133
 Ba-130    1.383E-09  9.072E-12  56 130
 Ba-132    1.386E-09  8.811E-12  56 132
 Ba-134    4.667E-09  2.136E-10  56 134
 Ba-135    9.752E-09  5.870E-10  56 135
 Ba-136    1.403E-08  7.044E-10  56 136
 Ba-137    1.821E-08  1.015E-09  56 137
 Ba-138    1.382E-07  6.526E-09  56 138
 La-138    1.318E-11  8.020E-13  57 138
 La-139    1.823E-08  8.951E-10  57 139
 Ce-136    2.283E-10  4.191E-12  58 136
 Ce-138    3.196E-10  5.739E-12  58 138
 Ce-140    3.914E-08  2.052E-09  58 140
 Ce-142    5.074E-09  2.615E-10  58 142
 Pr-141    6.321E-09  3.455E-10  59 141
 Nd-142    9.000E-09  4.960E-10  60 142
 Nd-143    3.962E-09  2.242E-10  60 143
 Nd-144    8.131E-09  4.413E-10  60 144
 Nd-145    2.601E-09  1.548E-10  60 145
 Nd-146    6.158E-09  3.224E-10  60 146
 Nd-148    1.988E-09  1.093E-10  60 148
 Nd-150    1.791E-09  1.084E-10  60 150
 Sm-144    2.059E-09  1.842E-11  62 144
 Sm-147    1.552E-09  9.172E-11  62 147
 Sm-148    1.041E-09  6.923E-11  62 148
 Sm-149    1.285E-09  8.569E-11  62 149
 Sm-150    7.441E-10  4.607E-11  62 150
 Sm-152    2.671E-09  1.692E-10  62 152
 Sm-154    2.500E-09  1.458E-10  62 154
 Eu-151    1.531E-09  1.018E-10  63 151
 Eu-153    1.592E-09  1.126E-10  63 153
 Gd-152    3.932E-11  1.474E-12  64 152
 Gd-154    2.803E-10  1.605E-11  64 154
 Gd-155    1.733E-09  1.096E-10  64 155
 Gd-156    2.499E-09  1.526E-10  64 156
 Gd-157    1.838E-09  1.174E-10  64 157
 Gd-158    3.162E-09  1.875E-10  64 158
 Gd-160    2.671E-09  1.671E-10  64 160
 Tb-159    2.057E-09  1.382E-10  65 159
 Dy-156    4.499E-11  5.018E-13  66 156
 Dy-158    1.958E-11  8.713E-13  66 158
 Dy-160    5.392E-10  2.151E-11  66 160
 Dy-161    2.591E-09  1.749E-10  66 161
 Dy-162    3.706E-09  2.374E-10  66 162
 Dy-163    3.343E-09  2.332E-10  66 163
 Dy-164    4.270E-09  2.656E-10  66 164
 Ho-165    5.947E-09  4.244E-10  67 165
 Er-162    5.493E-11  8.044E-13  68 162
 Er-164    2.115E-10  9.564E-12  68 164
 Er-166    3.185E-09  2.022E-10  68 166
 Er-167    2.077E-09  1.388E-10  68 167
 Er-168    2.794E-09  1.631E-10  68 168
 Er-170    1.728E-09  9.199E-11  68 170
 Tm-169    1.412E-09  9.271E-11  69 169
 Yb-168    4.137E-11  7.916E-13  70 168
 Yb-170    3.753E-10  1.873E-11  70 170
 Yb-171    1.403E-09  8.851E-11  70 171
 Yb-172    2.310E-09  1.361E-10  70 172
 Yb-173    1.577E-09  1.011E-10  70 173
 Yb-174    3.486E-09  2.007E-10  70 174
 Yb-176    1.428E-09  8.140E-11  70 176
 Lu-175    1.360E-09  9.139E-11  71 175
 Lu-176    3.787E-10  2.262E-11  71 176
 Hf-174    2.468E-11  6.156E-13  72 174
 Hf-176    3.245E-10  2.018E-11  72 176
 Hf-177    1.188E-09  7.189E-11  72 177
 Hf-178    2.077E-09  1.061E-10  72 178
 Hf-179    9.142E-10  5.326E-11  72 179
 Hf-180    2.787E-09  1.384E-10  72 180
 Ta-180    1.398E-13  1.215E-14  73 180
 Ta-181    1.603E-09  9.928E-11  73 181
 W-180     2.047E-11  4.197E-13  74 180
 W-182     1.762E-09  9.387E-11  74 182
 W-183     1.021E-09  5.099E-11  74 183
 W-184     2.125E-09  1.097E-10  74 184
 W-186     1.855E-09  1.029E-10  74 186
 Re-185    8.926E-10  5.239E-11  75 185
 Re-187    1.367E-09  8.865E-11  75 187
 Os-184    1.450E-11  3.554E-13  76 184
 Os-186    4.368E-10  2.889E-11  76 186
 Os-187    3.580E-10  2.999E-11  76 187
 Os-188    3.659E-09  2.437E-10  76 188
 Os-189    4.030E-09  2.987E-10  76 189
 Os-190    7.114E-09  4.883E-10  76 190
 Os-192    1.104E-08  7.664E-10  76 192
 Ir-191    9.013E-09  6.787E-10  77 191
 Ir-193    1.543E-08  1.154E-09  77 193
 Pt-190    1.054E-11  5.042E-13  78 190
 Pt-192    6.593E-10  2.925E-11  78 192
 Pt-194    1.776E-08  1.245E-09  78 194
 Pt-195    1.747E-08  1.284E-09  78 195
 Pt-196    1.533E-08  9.630E-10  78 196
 Pt-198    4.498E-09  2.761E-10  78 198
 Au-197    8.066E-09  5.417E-10  79 197
 Hg-196    3.718E-10  1.505E-12  80 196
 Hg-198    2.623E-09  9.875E-11  80 198
 Hg-199    3.221E-09  1.680E-10  80 199
 Hg-200    5.171E-09  2.311E-10  80 200
 Hg-201    2.712E-09  1.326E-10  80 201
 Hg-202    6.821E-09  3.018E-10  80 202
 Hg-204    2.582E-09  7.007E-11  80 204
 Tl-203    4.115E-09  1.610E-10  81 203
 Tl-205    7.361E-09  3.882E-10  81 205
 Pb-204    3.126E-09  1.466E-10  82 204
 Pb-208    8.327E-08  4.425E-09  82 208
 Bi-209    7.551E-09  4.359E-10  83 209
