H Table: (M=12.0,Z=0.006)
#H Lifetime: 1.980E+07
#H Mfinal: 1.620E+00
 Isotopes  Yields     X0         Z  A  
 Kr-78     3.156E-08  2.342E-11  36 78 
 Kr-80     9.184E-08  1.546E-10  36 80 
 Kr-82     5.748E-08  7.924E-10  36 82 
 Kr-83     4.839E-08  7.952E-10  36 83 
 Kr-84     1.545E-07  3.965E-09  36 84 
 Kr-86     1.954E-07  1.228E-09  36 86 
 Rb-85     4.780E-08  7.701E-10  37 85 
 Rb-87     9.142E-08  3.040E-10  37 87 
 Sr-84     3.163E-08  1.939E-11  38 84 
 Sr-86     6.763E-08  3.510E-10  38 86 
 Sr-87     1.129E-08  2.668E-10  38 87 
 Sr-88     2.322E-07  3.009E-09  38 88 
 Y-89      6.748E-08  7.383E-10  39 89 
 Zr-90     1.098E-07  9.214E-10  40 90 
 Zr-91     3.881E-09  2.032E-10  40 91 
 Zr-92     9.525E-09  3.139E-10  40 92 
 Zr-94     5.016E-09  3.251E-10  40 94 
 Zr-96     1.439E-09  5.347E-11  40 96 
 Nb-93     1.800E-09  1.141E-10  41 93 
 Mo-92     1.564E-09  6.080E-11  42 92 
 Mo-94     5.538E-10  3.872E-11  42 94 
 Mo-95     1.167E-09  6.737E-11  42 95 
 Mo-96     8.394E-10  7.131E-11  42 96 
 Mo-97     6.341E-10  4.129E-11  42 97 
 Mo-98     1.291E-09  1.054E-10  42 98 
 Mo-100    5.404E-10  4.291E-11  42 100
 Ru-96     4.593E-10  1.757E-11  44 96 
 Ru-98     2.703E-10  6.048E-12  44 98 
 Ru-99     4.933E-10  4.171E-11  44 99 
 Ru-100    8.079E-10  4.160E-11  44 100
 Ru-101    6.217E-10  5.690E-11  44 101
 Ru-102    1.271E-09  1.063E-10  44 102
 Ru-104    8.534E-10  6.395E-11  44 104
 Rh-103    7.707E-10  6.334E-11  45 103
 Pd-102    5.711E-10  2.547E-12  46 102
 Pd-104    4.852E-10  2.836E-11  46 104
 Pd-105    6.611E-10  5.740E-11  46 105
 Pd-106    9.658E-10  7.092E-11  46 106
 Pd-108    7.887E-10  6.996E-11  46 108
 Pd-110    4.116E-10  3.156E-11  46 110
 Ag-107    4.889E-10  4.708E-11  47 107
 Ag-109    4.462E-10  4.456E-11  47 109
 Cd-106    4.964E-10  3.811E-12  48 106
 Cd-108    2.711E-10  2.765E-12  48 108
 Cd-110    1.090E-09  3.952E-11  48 110
 Cd-111    4.321E-10  4.087E-11  48 111
 Cd-112    1.021E-09  7.773E-11  48 112
 Cd-113    3.871E-10  3.972E-11  48 113
 Cd-114    1.011E-09  9.420E-11  48 114
 Cd-116    3.092E-10  2.499E-11  48 116
 In-113    3.732E-11  1.564E-12  49 113
 In-115    3.567E-10  3.552E-11  49 115
 Sn-112    1.000E-09  7.333E-12  50 112
 Sn-114    1.113E-09  5.065E-12  50 114
 Sn-115    3.167E-11  2.629E-12  50 115
 Sn-116    1.143E-09  1.137E-10  50 116
 Sn-117    5.830E-10  6.055E-11  50 117
 Sn-118    1.905E-09  1.927E-10  50 118
 Sn-119    6.577E-10  6.888E-11  50 119
 Sn-120    2.663E-09  2.637E-10  50 120
 Sn-122    4.390E-10  3.808E-11  50 122
 Sn-124    1.128E-09  4.840E-11  50 124
 Sb-121    3.770E-10  3.794E-11  51 121
 Sb-123    2.866E-10  2.884E-11  51 123
 Te-120    2.342E-11  9.779E-13  52 120
 Te-122    3.958E-10  2.696E-11  52 122
 Te-123    1.095E-10  9.480E-12  52 123
 Te-124    5.171E-10  5.069E-11  52 124
 Te-125    7.269E-10  7.575E-11  52 125
 Te-126    2.103E-09  2.027E-10  52 126
 Te-128    3.286E-09  3.443E-10  52 128
 Te-130    3.590E-09  3.730E-10  52 130
 I-127     8.341E-10  8.763E-11  53 127
 Xe-124    1.057E-10  1.327E-12  54 124
 Xe-126    5.704E-11  1.171E-12  54 126
 Xe-128    4.843E-10  2.368E-11  54 128
 Xe-129    2.687E-09  2.938E-10  54 129
 Xe-130    5.130E-10  4.723E-11  54 130
 Xe-131    2.238E-09  2.369E-10  54 131
 Xe-132    2.802E-09  2.886E-10  54 132
 Xe-134    1.441E-09  1.074E-10  54 134
 Xe-136    1.283E-09  8.878E-11  54 136
 Cs-133    8.656E-10  8.564E-11  55 133
 Ba-130    2.450E-10  1.090E-12  56 130
 Ba-132    3.180E-11  1.058E-12  56 132
 Ba-134    2.741E-10  2.566E-11  56 134
 Ba-135    7.127E-10  7.050E-11  56 135
 Ba-136    9.191E-10  8.461E-11  56 136
 Ba-137    1.175E-09  1.219E-10  56 137
 Ba-138    7.817E-09  7.838E-10  56 138
 La-138    8.886E-13  9.633E-14  57 138
 La-139    1.082E-09  1.075E-10  57 139
 Ce-136    7.083E-11  5.034E-13  58 136
 Ce-138    2.787E-11  6.893E-13  58 138
 Ce-140    2.497E-09  2.464E-10  58 140
 Ce-142    3.588E-10  3.140E-11  58 142
 Pr-141    4.133E-10  4.150E-11  59 141
 Nd-142    5.722E-10  5.957E-11  60 142
 Nd-143    2.673E-10  2.693E-11  60 143
 Nd-144    5.911E-10  5.300E-11  60 144
 Nd-145    2.150E-10  1.859E-11  60 145
 Nd-146    4.274E-10  3.872E-11  60 146
 Nd-148    1.644E-10  1.312E-11  60 148
 Nd-150    1.429E-10  1.302E-11  60 150
 Sm-144    1.191E-10  2.212E-12  62 144
 Sm-147    1.571E-10  1.102E-11  62 147
 Sm-148    7.781E-11  8.315E-12  62 148
 Sm-149    1.018E-10  1.029E-11  62 149
 Sm-150    5.293E-11  5.533E-12  62 150
 Sm-152    2.041E-10  2.032E-11  62 152
 Sm-154    1.885E-10  1.751E-11  62 154
 Eu-151    1.159E-10  1.223E-11  63 151
 Eu-153    1.244E-10  1.352E-11  63 153
 Gd-152    3.889E-12  1.770E-13  64 152
 Gd-154    2.129E-11  1.927E-12  64 154
 Gd-155    1.268E-10  1.316E-11  64 155
 Gd-156    2.075E-10  1.832E-11  64 156
 Gd-157    1.335E-10  1.410E-11  64 157
 Gd-158    2.273E-10  2.252E-11  64 158
 Gd-160    1.913E-10  2.008E-11  64 160
 Tb-159    1.575E-10  1.660E-11  65 159
 Dy-156    1.057E-12  6.027E-14  66 156
 Dy-158    2.332E-12  1.047E-13  66 158
 Dy-160    3.345E-11  2.583E-12  66 160
 Dy-161    1.971E-10  2.101E-11  66 161
 Dy-162    3.062E-10  2.851E-11  66 162
 Dy-163    2.596E-10  2.800E-11  66 163
 Dy-164    3.128E-10  3.190E-11  66 164
 Ho-165    4.592E-10  5.097E-11  67 165
 Er-162    4.204E-12  9.662E-14  68 162
 Er-164    1.603E-11  1.149E-12  68 164
 Er-166    2.473E-10  2.429E-11  68 166
 Er-167    1.553E-10  1.667E-11  68 167
 Er-168    1.976E-10  1.959E-11  68 168
 Er-170    1.139E-10  1.105E-11  68 170
 Tm-169    1.048E-10  1.114E-11  69 169
 Yb-168    3.923E-12  9.508E-14  70 168
 Yb-170    3.289E-11  2.250E-12  70 170
 Yb-171    1.022E-10  1.063E-11  70 171
 Yb-172    1.790E-10  1.635E-11  70 172
 Yb-173    1.167E-10  1.215E-11  70 173
 Yb-174    2.417E-10  2.411E-11  70 174
 Yb-176    1.049E-10  9.777E-12  70 176
 Lu-175    1.033E-10  1.098E-11  71 175
 Lu-176    2.912E-11  2.717E-12  71 176
 Hf-174    3.288E-12  7.394E-14  72 174
 Hf-176    2.619E-11  2.424E-12  72 176
 Hf-177    8.495E-11  8.635E-12  72 177
 Hf-178    1.497E-10  1.274E-11  72 178
 Hf-179    6.503E-11  6.396E-12  72 179
 Hf-180    1.784E-10  1.662E-11  72 180
 Ta-180    4.015E-14  1.459E-15  73 180
 Ta-181    1.143E-10  1.192E-11  73 181
 W-180     3.838E-12  5.041E-14  74 180
 W-182     1.303E-10  1.128E-11  74 182
 W-183     6.558E-11  6.124E-12  74 183
 W-184     1.596E-10  1.318E-11  74 184
 W-186     1.337E-10  1.236E-11  74 186
 Re-185    6.591E-11  6.293E-12  75 185
 Re-187    1.025E-10  1.065E-11  75 187
 Os-184    3.691E-12  4.269E-14  76 184
 Os-186    3.405E-11  3.470E-12  76 186
 Os-187    3.082E-11  3.602E-12  76 187
 Os-188    2.808E-10  2.927E-11  76 188
 Os-189    3.201E-10  3.587E-11  76 189
 Os-190    5.507E-10  5.865E-11  76 190
 Os-192    8.396E-10  9.204E-11  76 192
 Ir-191    7.173E-10  8.152E-11  77 191
 Ir-193    1.229E-09  1.386E-10  77 193
 Pt-190    1.195E-12  6.056E-14  78 190
 Pt-192    4.941E-11  3.513E-12  78 192
 Pt-194    1.382E-09  1.495E-10  78 194
 Pt-195    1.382E-09  1.542E-10  78 195
 Pt-196    1.110E-09  1.157E-10  78 196
 Pt-198    3.340E-10  3.316E-11  78 198
 Au-197    6.108E-10  6.506E-11  79 197
 Hg-196    1.421E-11  1.807E-13  80 196
 Hg-198    1.377E-10  1.186E-11  80 198
 Hg-199    2.164E-10  2.018E-11  80 199
 Hg-200    3.261E-10  2.776E-11  80 200
 Hg-201    1.733E-10  1.592E-11  80 201
 Hg-202    4.626E-10  3.625E-11  80 202
 Hg-204    2.603E-10  8.416E-12  80 204
 Tl-203    2.288E-10  1.934E-11  81 203
 Tl-205    4.743E-10  4.663E-11  81 205
 Pb-204    1.826E-10  1.760E-11  82 204
 Pb-208    5.364E-09  5.315E-10  82 208
 Bi-209    5.297E-10  5.236E-11  83 209
