H Table: (M=25.0,Z=0.006)
#H Lifetime: 7.944E+06
#H Mfinal: 6.180E+00
 Isotopes  Yields     X0         Z  A  
 H-1       9.283E+00  7.380E-01  1  1  
 H-2       1.140E-05  1.432E-05  1  2  
 He-3      3.904E-04  4.248E-05  2  3  
 He-4      8.051E+00  2.559E-01  2  4  
 Li-7      5.602E-11  4.567E-12  3  7  
 B-11      2.677E-09  1.715E-10  5  11 
 C-12      2.231E-01  7.502E-04  6  12 
 C-13      2.233E-04  2.496E-06  6  13 
 N-14      3.295E-02  6.359E-05  7  14 
 N-15      9.696E-05  2.505E-07  7  15 
 O-16      9.071E-01  4.445E-03  8  16 
 O-17      1.370E-05  2.290E-07  8  17 
 O-18      4.588E-05  1.304E-06  8  18 
 F-19      2.475E-06  3.370E-08  9  19 
 Ne-20     2.215E-01  3.452E-04  10 20 
 Ne-21     3.363E-04  2.748E-07  10 21 
 Ne-22     6.361E-03  8.829E-06  10 22 
 Na-23     5.498E-03  2.402E-06  11 23 
 Mg-24     2.767E-02  9.070E-05  12 24 
 Mg-25     4.229E-03  4.644E-06  12 25 
 Mg-26     9.168E-03  5.314E-06  12 26 
 Al-27     1.843E-03  3.892E-06  13 27 
 Si-28     2.372E-02  9.075E-05  14 28 
 Si-29     2.881E-03  2.354E-06  14 29 
 Si-30     2.459E-03  1.605E-06  14 30 
 P-31      1.211E-03  4.268E-07  15 31 
 Pb-206    4.079E-09  1.680E-10  82 206
 Pb-207    4.246E-09  1.855E-10  82 207
 S-32      1.100E-02  6.558E-05  16 32 
 S-33      1.959E-04  1.961E-07  16 33 
 S-34      1.517E-03  1.135E-06  16 34 
 S-36      3.304E-05  4.848E-09  16 36 
 Cl-35     5.394E-04  4.096E-07  17 35 
 Cl-37     2.718E-05  1.385E-07  17 37 
 Ar-36     4.869E-04  9.828E-06  18 36 
 Ar-38     1.893E-04  9.453E-07  18 38 
 Ar-40     5.165E-06  1.592E-09  18 40 
 K-39      4.095E-05  2.342E-07  19 39 
 K-40      5.872E-07  3.006E-11  19 40 
 K-41      3.627E-06  1.777E-08  19 41 
 Ca-40     1.184E-04  7.234E-06  20 40 
 Ca-42     4.108E-06  3.041E-08  20 42 
 Ca-43     1.491E-06  6.496E-09  20 43 
 Ca-44     3.087E-06  1.027E-07  20 44 
 Ca-46     6.064E-07  2.059E-10  20 46 
 Ca-48     5.581E-07  1.004E-08  20 48 
 Sc-45     7.080E-07  3.251E-09  21 45 
 Ti-46     5.286E-07  1.941E-08  22 46 
 Ti-47     9.194E-07  1.788E-08  22 47 
 Ti-48     5.354E-06  3.226E-07  22 48 
 Ti-49     6.466E-07  1.356E-08  22 49 
 Ti-50     1.366E-06  1.326E-08  22 50 
 V-50      2.318E-09  6.098E-11  23 50 
 V-51      7.319E-07  2.485E-08  23 51 
 Cr-50     7.845E-07  4.964E-08  24 50 
 Cr-52     1.649E-05  9.954E-07  24 52 
 Cr-53     2.086E-06  1.150E-07  24 53 
 Cr-54     1.182E-06  2.917E-08  24 54 
 Mn-55     1.135E-05  6.595E-07  25 55 
 Fe-54     7.734E-05  4.875E-06  26 54 
 Fe-56     1.277E-03  7.937E-05  26 56 
 Fe-57     3.739E-05  1.866E-06  26 57 
 Fe-58     1.964E-05  2.526E-07  26 58 
 Co-59     1.425E-05  2.397E-07  27 59 
 Ni-58     5.438E-05  3.430E-06  28 58 
 Ni-60     4.669E-05  1.367E-06  28 60 
 Ni-61     1.487E-05  6.040E-08  28 61 
 Ni-62     4.976E-05  1.957E-07  28 62 
 Ni-64     3.761E-05  5.146E-08  28 64 
 Cu-63     2.337E-05  3.964E-08  29 63 
 Cu-65     1.785E-05  1.822E-08  29 65 
 Zn-64     2.487E-06  6.791E-08  30 64 
 Zn-66     1.764E-05  4.018E-08  30 66 
 Zn-67     6.767E-06  5.994E-09  30 67 
 Zn-68     1.435E-05  2.782E-08  30 68 
 Zn-70     2.805E-06  9.469E-10  30 70 
 Ga-69     5.760E-06  2.733E-09  31 69 
 Ga-71     3.000E-06  1.866E-09  31 71 
 Ge-70     2.056E-06  3.097E-09  32 70 
 Ge-72     5.954E-06  4.150E-09  32 72 
 Ge-73     1.537E-06  1.174E-09  32 73 
 Ge-74     5.085E-06  5.542E-09  32 74 
 Ge-76     1.003E-06  1.179E-09  32 76 
 As-75     1.565E-06  8.588E-10  33 75 
 Se-74     1.163E-09  7.194E-11  34 74 
 Se-76     8.181E-07  7.784E-10  34 76 
 Se-77     1.186E-06  6.429E-10  34 77 
 Se-78     4.232E-06  2.028E-09  34 78 
 Se-80     1.154E-06  4.340E-09  34 80 
 Se-82     7.491E-07  7.829E-10  34 82 
 Br-79     7.564E-07  8.343E-10  35 79 
 Br-81     5.258E-07  8.323E-10  35 81 
 Kr-78     3.646E-10  2.342E-11  36 78 
 Kr-80     3.416E-07  1.546E-10  36 80 
 Kr-82     1.294E-06  7.924E-10  36 82 
 Kr-83     9.213E-07  7.952E-10  36 83 
 Kr-84     4.207E-06  3.965E-09  36 84 
 Kr-86     1.818E-06  1.228E-09  36 86 
 Rb-85     9.553E-07  7.701E-10  37 85 
 Rb-87     3.856E-07  3.040E-10  37 87 
 Sr-84     3.014E-10  1.939E-11  38 84 
 Sr-86     1.498E-06  3.510E-10  38 86 
 Sr-87     1.056E-06  2.668E-10  38 87 
 Sr-88     8.210E-06  3.009E-09  38 88 
 Y-89      2.158E-06  7.383E-10  39 89 
 Zr-90     1.643E-06  9.214E-10  40 90 
 Zr-91     4.635E-07  2.032E-10  40 91 
 Zr-92     7.872E-07  3.139E-10  40 92 
 Zr-94     3.651E-07  3.251E-10  40 94 
 Zr-96     2.800E-07  5.347E-11  40 96 
 Nb-93     3.049E-07  1.141E-10  41 93 
 Mo-92     9.566E-10  6.080E-11  42 92 
 Mo-94     1.989E-09  3.872E-11  42 94 
 Mo-95     3.275E-07  6.737E-11  42 95 
 Mo-96     6.785E-08  7.131E-11  42 96 
 Mo-97     4.107E-08  4.129E-11  42 97 
 Mo-98     1.061E-07  1.054E-10  42 98 
 Mo-100    8.962E-09  4.291E-11  42 100
 Ru-96     2.740E-10  1.757E-11  44 96 
 Ru-98     9.610E-11  6.048E-12  44 98 
 Ru-99     1.550E-08  4.171E-11  44 99 
 Ru-100    2.936E-08  4.160E-11  44 100
 Ru-101    1.114E-08  5.690E-11  44 101
 Ru-102    6.102E-08  1.063E-10  44 102
 Ru-104    2.529E-08  6.395E-11  44 104
 Rh-103    1.208E-08  6.334E-11  45 103
 Pd-102    3.960E-11  2.547E-12  46 102
