H Table: (M=25.0,Z=0.006)
#H Lifetime: 7.944E+06
#H Mfinal: 6.180E+00
 Isotopes  Yields     X0         Z  A  
 Pd-104    1.700E-08  2.836E-11  46 104
 Pd-105    7.377E-09  5.740E-11  46 105
 Pd-106    3.138E-08  7.092E-11  46 106
 Pd-108    3.301E-08  6.996E-11  46 108
 Pd-110    1.052E-08  3.156E-11  46 110
 Ag-107    6.963E-09  4.708E-11  47 107
 Ag-109    1.713E-08  4.456E-11  47 109
 Cd-106    5.930E-11  3.811E-12  48 106
 Cd-108    1.401E-09  2.765E-12  48 108
 Cd-110    1.828E-08  3.952E-11  48 110
 Cd-111    8.527E-09  4.087E-11  48 111
 Cd-112    2.663E-08  7.773E-11  48 112
 Cd-113    6.788E-09  3.972E-11  48 113
 Cd-114    3.250E-08  9.420E-11  48 114
 Cd-116    1.109E-08  2.499E-11  48 116
 In-113    1.344E-09  1.564E-12  49 113
 In-115    7.111E-09  3.552E-11  49 115
 Sn-112    1.143E-10  7.333E-12  50 112
 Sn-114    5.654E-09  5.065E-12  50 114
 Sn-115    2.473E-09  2.629E-12  50 115
 Sn-116    3.899E-08  1.137E-10  50 116
 Sn-117    1.473E-08  6.055E-11  50 117
 Sn-118    5.754E-08  1.927E-10  50 118
 Sn-119    1.665E-08  6.888E-11  50 119
 Sn-120    7.770E-08  2.637E-10  50 120
 Sn-122    1.539E-08  3.808E-11  50 122
 Sn-124    2.043E-08  4.840E-11  50 124
 Sb-121    7.455E-09  3.794E-11  51 121
 Sb-123    3.006E-09  2.884E-11  51 123
 Te-120    1.519E-11  9.779E-13  52 120
 Te-122    6.587E-09  2.696E-11  52 122
 Te-123    2.160E-09  9.480E-12  52 123
 Te-124    1.301E-08  5.069E-11  52 124
 Te-125    6.051E-09  7.575E-11  52 125
 Te-126    3.219E-08  2.027E-10  52 126
 Te-128    8.722E-09  3.443E-10  52 128
 Te-130    8.814E-09  3.730E-10  52 130
 I-127     6.119E-09  8.763E-11  53 127
 Xe-124    2.061E-11  1.327E-12  54 124
 Xe-126    1.822E-11  1.171E-12  54 126
 Xe-128    5.412E-09  2.368E-11  54 128
 Xe-129    7.966E-09  2.938E-10  54 129
 Xe-130    1.110E-08  4.723E-11  54 130
 Xe-131    1.014E-08  2.369E-10  54 131
 Xe-132    2.836E-08  2.886E-10  54 132
 Xe-134    5.931E-09  1.074E-10  54 134
 Xe-136    8.536E-09  8.878E-11  54 136
 Cs-133    5.851E-09  8.564E-11  55 133
 Ba-130    1.692E-11  1.090E-12  56 130
 Ba-132    1.646E-11  1.058E-12  56 132
 Ba-134    5.427E-09  2.566E-11  56 134
 Ba-135    4.817E-09  7.050E-11  56 135
 Ba-136    1.526E-08  8.461E-11  56 136
 Ba-137    1.282E-08  1.219E-10  56 137
 Ba-138    7.053E-08  7.838E-10  56 138
 La-138    1.487E-12  9.633E-14  57 138
 La-139    6.314E-09  1.075E-10  57 139
 Ce-136    7.833E-12  5.034E-13  58 136
 Ce-138    1.078E-11  6.893E-13  58 138
 Ce-140    9.928E-09  2.464E-10  58 140
 Ce-142    1.186E-09  3.140E-11  58 142
 Pr-141    1.429E-09  4.150E-11  59 141
 Nd-142    1.937E-09  5.957E-11  60 142
 Nd-143    7.524E-10  2.693E-11  60 143
 Nd-144    1.770E-09  5.300E-11  60 144
 Nd-145    6.167E-10  1.859E-11  60 145
 Nd-146    1.344E-09  3.872E-11  60 146
 Nd-148    4.458E-10  1.312E-11  60 148
 Nd-150    4.151E-10  1.302E-11  60 150
 Sm-144    3.474E-11  2.212E-12  62 144
 Sm-147    5.594E-10  1.102E-11  62 147
 Sm-148    1.887E-10  8.315E-12  62 148
 Sm-149    2.847E-10  1.029E-11  62 149
 Sm-150    1.564E-10  5.533E-12  62 150
 Sm-152    7.129E-10  2.032E-11  62 152
 Sm-154    4.442E-10  1.751E-11  62 154
 Eu-151    2.999E-10  1.223E-11  63 151
 Eu-153    2.687E-10  1.352E-11  63 153
 Gd-152    4.071E-12  1.770E-13  64 152
 Gd-154    4.420E-11  1.927E-12  64 154
 Gd-155    3.069E-10  1.316E-11  64 155
 Gd-156    4.843E-10  1.832E-11  64 156
 Gd-157    2.991E-10  1.410E-11  64 157
 Gd-158    5.341E-10  2.252E-11  64 158
 Gd-160    4.368E-10  2.008E-11  64 160
 Tb-159    3.396E-10  1.660E-11  65 159
 Dy-156    9.351E-13  6.027E-14  66 156
 Dy-158    1.636E-12  1.047E-13  66 158
 Dy-160    6.040E-11  2.583E-12  66 160
 Dy-161    4.372E-10  2.101E-11  66 161
 Dy-162    6.134E-10  2.851E-11  66 162
 Dy-163    5.336E-10  2.800E-11  66 163
 Dy-164    6.963E-10  3.190E-11  66 164
 Ho-165    9.094E-10  5.097E-11  67 165
 Er-162    1.499E-12  9.662E-14  68 162
 Er-164    2.396E-11  1.149E-12  68 164
 Er-166    4.774E-10  2.429E-11  68 166
 Er-167    3.210E-10  1.667E-11  68 167
 Er-168    4.397E-10  1.959E-11  68 168
 Er-170    2.423E-10  1.105E-11  68 170
 Tm-169    2.204E-10  1.114E-11  69 169
 Yb-168    1.475E-12  9.508E-14  70 168
 Yb-170    5.058E-11  2.250E-12  70 170
 Yb-171    2.172E-10  1.063E-11  70 171
 Yb-172    3.818E-10  1.635E-11  70 172
 Yb-173    2.536E-10  1.215E-11  70 173
 Yb-174    6.223E-10  2.411E-11  70 174
 Yb-176    2.177E-10  9.777E-12  70 176
 Lu-175    2.237E-10  1.098E-11  71 175
 Lu-176    6.196E-11  2.717E-12  71 176
 Hf-174    1.148E-12  7.394E-14  72 174
 Hf-176    5.628E-11  2.424E-12  72 176
 Hf-177    1.860E-10  8.635E-12  72 177
 Hf-178    4.308E-10  1.274E-11  72 178
 Hf-179    1.424E-10  6.396E-12  72 179
 Hf-180    5.007E-10  1.662E-11  72 180
 Ta-180    4.497E-13  1.459E-15  73 180
 Ta-181    2.845E-10  1.192E-11  73 181
 W-180     3.714E-12  5.041E-14  74 180
 W-182     3.283E-10  1.128E-11  74 182
 W-183     1.874E-10  6.124E-12  74 183
 W-184     4.214E-10  1.318E-11  74 184
 W-186     2.766E-10  1.236E-11  74 186
 Re-185    1.609E-10  6.293E-12  75 185
 Re-187    2.173E-10  1.065E-11  75 187
 Os-184    6.632E-13  4.269E-14  76 184
 Os-186    7.240E-11  3.470E-12  76 186
 Os-187    5.617E-11  3.602E-12  76 187
 Os-188    5.852E-10  2.927E-11  76 188
 Os-189    6.062E-10  3.587E-11  76 189
 Os-190    1.056E-09  5.865E-11  76 190
 Os-192    1.525E-09  9.204E-11  76 192
 Ir-191    1.313E-09  8.152E-11  77 191
 Ir-193    2.201E-09  1.386E-10  77 193
 Pt-190    9.409E-13  6.056E-14  78 190
 Pt-192    6.708E-11  3.513E-12  78 192
 Pt-194    2.464E-09  1.495E-10  78 194
 Pt-195    2.473E-09  1.542E-10  78 195
 Pt-196    2.059E-09  1.157E-10  78 196
 Pt-198    6.312E-10  3.316E-11  78 198
 Au-197    1.149E-09  6.506E-11  79 197
 Hg-196    2.856E-12  1.807E-13  80 196
 Hg-198    3.262E-10  1.186E-11  80 198
 Hg-199    4.690E-10  2.018E-11  80 199
 Hg-200    7.748E-10  2.776E-11  80 200
 Hg-201    4.169E-10  1.592E-11  80 201
 Hg-202    1.051E-09  3.625E-11  80 202
 Hg-204    7.661E-10  8.416E-12  80 204
 Tl-203    5.911E-10  1.934E-11  81 203
 Tl-205    1.037E-09  4.663E-11  81 205
 Pb-204    4.210E-10  1.760E-11  82 204
 Pb-208    1.371E-08  5.315E-10  82 208
 Bi-209    1.171E-09  5.236E-11  83 209
