H Table: (M=2.0,Z=0.006)
#H Lifetime: 1.129E+09
#H Mfinal: 6.176E-01
 Isotopes  Yields    
 Ge-72     1.474E-08 
 Ge-73     4.175E-09 
 Ge-74     2.042E-08 
 Ge-76     1.621E-09 
 As-75     2.436E-09 
 Se-74     9.646E-11 
 Se-76     3.775E-09 
 Se-77     1.914E-09 
 Se-78     8.651E-09 
 Se-80     1.076E-08 
 Se-82     1.068E-09 
 Br-79     2.333E-09 
 Br-81     1.981E-09 
 Kr-78     3.140E-11 
 Kr-80     3.010E-10 
 Kr-82     3.238E-09 
 Kr-83     1.850E-09 
 Kr-84     9.931E-09 
 Kr-86     3.396E-09 
 Rb-85     2.283E-09 
 Rb-87     1.206E-09 
 Sr-84     2.599E-11 
 Sr-86     1.529E-09 
 Sr-87     9.766E-10 
 Sr-88     8.674E-09 
 Y-89      2.033E-09 
 Zr-90     2.004E-09 
 Zr-91     4.874E-10 
 Zr-92     8.158E-10 
 Zr-94     7.181E-10 
 Zr-96     1.521E-10 
 Nb-93     2.630E-10 
 Mo-92     8.169E-11 
 Mo-94     5.298E-11 
 Mo-95     1.349E-10 
 Mo-96     1.696E-10 
 Mo-97     8.075E-11 
 Mo-98     2.272E-10 
 Mo-100    6.358E-11 
 Ru-96     2.356E-11 
 Ru-98     8.124E-12 
 Ru-99     6.763E-11 
 Ru-100    9.569E-11 
 Ru-101    8.548E-11 
 Ru-102    2.002E-10 
 Ru-104    8.998E-11 
 Rh-103    9.530E-11 
 Pd-102    3.415E-12 
 Pd-104    6.757E-11 
 Pd-105    8.509E-11 
 Pd-106    1.315E-10 
 Pd-108    1.394E-10 
 Pd-110    4.611E-11 
 Ag-107    7.030E-11 
 Ag-109    7.296E-11 
 Cd-106    5.110E-12 
 Cd-108    3.744E-12 
 Cd-110    9.030E-11 
 Cd-111    6.788E-11 
 Cd-112    1.542E-10 
 Cd-113    6.791E-11 
 Cd-114    1.998E-10 
 Cd-116    4.455E-11 
 In-113    2.097E-12 
 In-115    6.248E-11 
 Sn-112    9.833E-12 
 Sn-114    6.812E-12 
 Sn-115    3.536E-12 
 Sn-116    2.443E-10 
 Sn-117    1.121E-10 
 Sn-118    4.088E-10 
 Sn-119    1.380E-10 
 Sn-120    5.895E-10 
 Sn-122    8.097E-11 
 Sn-124    6.589E-11 
 Sb-121    6.979E-11 
 Sb-123    4.328E-11 
 Te-120    1.311E-12 
 Te-122    6.442E-11 
 Te-123    2.242E-11 
 Te-124    1.253E-10 
 Te-125    1.205E-10 
 Te-126    3.802E-10 
 Te-128    4.749E-10 
 Te-130    5.058E-10 
 I-127     1.318E-10 
 Xe-124    1.779E-12 
 Xe-126    1.570E-12 
 Xe-128    6.538E-11 
 Xe-129    4.086E-10 
 Xe-130    1.359E-10 
 Xe-131    3.458E-10 
 Xe-132    5.370E-10 
 Xe-134    1.674E-10 
 Xe-136    1.226E-10 
 Cs-133    1.362E-10 
 Ba-130    1.461E-12 
 Ba-132    1.419E-12 
 Ba-134    8.087E-11 
 Ba-135    1.276E-10 
 Ba-136    2.631E-10 
 Ba-137    2.983E-10 
 Ba-138    2.807E-09 
 La-138    1.281E-13 
 La-139    3.523E-10 
 Ce-136    6.749E-13 
 Ce-138    9.249E-13 
 Ce-140    9.568E-10 
 Ce-142    6.674E-11 
 Pr-141    1.208E-10 
 Nd-142    2.398E-10 
 Nd-143    6.299E-11 
 Nd-144    1.602E-10 
 Nd-145    4.151E-11 
 Nd-146    1.332E-10 
 Nd-148    3.116E-11 
 Nd-150    1.759E-11 
 Sm-144    2.970E-12 
 Sm-147    2.424E-11 
 Sm-148    2.811E-11 
 Sm-149    1.747E-11 
 Sm-150    2.388E-11 
 Sm-152    4.174E-11 
 Sm-154    2.887E-11 
 Eu-151    1.881E-11 
 Eu-153    2.093E-11 
 Gd-152    4.390E-13 
 Gd-154    8.206E-12 
 Gd-155    2.113E-11 
 Gd-156    3.672E-11 
 Gd-157    2.448E-11 
 Gd-158    5.214E-11 
 Gd-160    3.057E-11 
 Tb-159    2.708E-11 
 Dy-156    8.081E-14 
 Dy-158    1.407E-13 
 Dy-160    1.067E-11 
 Dy-161    3.216E-11 
 Dy-162    5.451E-11 
 Dy-163    4.280E-11 
 Dy-164    6.793E-11 
 Ho-165    8.159E-11 
 Er-162    1.295E-13 
 Er-164    4.303E-12 
 Er-166    4.312E-11 
 Er-167    2.745E-11 
 Er-168    4.745E-11 
 Er-170    2.569E-11 
 Tm-169    1.942E-11 
 Yb-168    1.275E-13 
 Yb-170    8.735E-12 
 Yb-171    2.368E-11 
 Yb-172    4.372E-11 
 Yb-173    2.697E-11 
 Yb-174    8.199E-11 
 Yb-176    3.251E-11 
 Lu-175    2.169E-11 
 Lu-176    8.886E-12 
 Hf-174    9.913E-14 
 Hf-176    5.300E-12 
 Hf-177    1.791E-11 
 Hf-178    4.481E-11 
 Hf-179    1.827E-11 
 Hf-180    7.680E-11 
 Ta-180    1.970E-15 
 Ta-181    2.733E-11 
 W-180     6.926E-14 
 W-182     3.867E-11 
 W-183     2.288E-11 
 W-184     5.627E-11 
 W-186     3.505E-11 
 Re-185    1.743E-11 
 Re-187    1.888E-11 
 Os-184    5.723E-14 
 Os-186    1.767E-11 
 Os-187    8.571E-12 
 Os-188    7.082E-11 
 Os-189    5.475E-11 
 Os-190    1.124E-10 
 Os-192    1.422E-10 
 Ir-191    1.153E-10 
 Ir-193    1.946E-10 
 Pt-190    8.120E-14 
 Pt-192    1.212E-11 
 Pt-194    2.282E-10 
 Pt-195    2.180E-10 
 Pt-196    2.062E-10 
 Pt-198    4.819E-11 
 Au-197    1.028E-10 
 Hg-196    2.424E-13 
 Hg-198    6.486E-11 
 Hg-199    5.056E-11 
 Hg-200    1.183E-10 
 Hg-201    5.694E-11 
 Hg-202    1.928E-10 
 Hg-204    1.610E-11 
 Tl-203    9.313E-11 
 Tl-205    1.800E-10 
 Pb-204    1.123E-10 
 Pb-208    9.103E-09 
 Bi-209    2.448E-10 
