H Table: (M=20.0,Z=0.006)
#H Lifetime: 1.004E+07
#H Mfinal: 2.790E+00
 Isotopes  Yields     X0         Z  A  
 Ce-140    7.566E-09  2.464E-10  58 140
 Ce-142    6.010E-10  3.140E-11  58 142
 Pr-141    8.141E-10  4.150E-11  59 141
 Nd-142    1.645E-09  5.957E-11  60 142
 Nd-143    4.565E-10  2.693E-11  60 143
 Nd-144    1.032E-09  5.300E-11  60 144
 Nd-145    3.771E-10  1.859E-11  60 145
 Nd-146    7.065E-10  3.872E-11  60 146
 Nd-148    2.848E-10  1.312E-11  60 148
 Nd-150    2.332E-10  1.302E-11  60 150
 Sm-144    2.781E-09  2.212E-12  62 144
 Sm-147    2.980E-10  1.102E-11  62 147
 Sm-148    1.130E-10  8.315E-12  62 148
 Sm-149    1.677E-10  1.029E-11  62 149
 Sm-150    7.648E-11  5.533E-12  62 150
 Sm-152    3.274E-10  2.032E-11  62 152
 Sm-154    3.177E-10  1.751E-11  62 154
 Eu-151    1.844E-10  1.223E-11  63 151
 Eu-153    1.895E-10  1.352E-11  63 153
 Gd-152    2.787E-12  1.770E-13  64 152
 Gd-154    2.658E-11  1.927E-12  64 154
 Gd-155    2.028E-10  1.316E-11  64 155
 Gd-156    3.447E-10  1.832E-11  64 156
 Gd-157    2.055E-10  1.410E-11  64 157
 Gd-158    3.517E-10  2.252E-11  64 158
 Gd-160    2.985E-10  2.008E-11  64 160
 Tb-159    2.651E-10  1.660E-11  65 159
 Dy-156    9.121E-12  6.027E-14  66 156
 Dy-158    4.395E-12  1.047E-13  66 158
 Dy-160    3.333E-10  2.583E-12  66 160
 Dy-161    3.247E-10  2.101E-11  66 161
 Dy-162    4.745E-10  2.851E-11  66 162
 Dy-163    4.037E-10  2.800E-11  66 163
 Dy-164    4.691E-10  3.190E-11  66 164
 Ho-165    7.047E-10  5.097E-11  67 165
 Er-162    4.139E-11  9.662E-14  68 162
 Er-164    2.352E-10  1.149E-12  68 164
 Er-166    6.304E-10  2.429E-11  68 166
 Er-167    2.404E-10  1.667E-11  68 167
 Er-168    3.013E-10  1.959E-11  68 168
 Er-170    1.777E-10  1.105E-11  68 170
 Tm-169    1.800E-10  1.114E-11  69 169
 Yb-168    7.014E-11  9.508E-14  70 168
 Yb-170    3.784E-10  2.250E-12  70 170
 Yb-171    1.699E-10  1.063E-11  70 171
 Yb-172    3.786E-10  1.635E-11  70 172
 Yb-173    1.992E-10  1.215E-11  70 173
 Yb-174    3.811E-10  2.411E-11  70 174
 Yb-176    1.710E-10  9.777E-12  70 176
 Lu-175    1.653E-10  1.098E-11  71 175
 Lu-176    1.744E-10  2.717E-12  71 176
 Hf-174    4.764E-11  7.394E-14  72 174
 Hf-176    1.695E-10  2.424E-12  72 176
 Hf-177    1.401E-10  8.635E-12  72 177
 Hf-178    2.691E-10  1.274E-11  72 178
 Hf-179    1.064E-10  6.396E-12  72 179
 Hf-180    4.158E-10  1.662E-11  72 180
 Ta-180    3.456E-14  1.459E-15  73 180
 Ta-181    1.852E-10  1.192E-11  73 181
 W-180     1.301E-10  5.041E-14  74 180
 W-182     2.724E-10  1.128E-11  74 182
 W-183     1.124E-10  6.124E-12  74 183
 W-184     2.918E-10  1.318E-11  74 184
 W-186     2.160E-10  1.236E-11  74 186
 Re-185    1.090E-10  6.293E-12  75 185
 Re-187    1.630E-10  1.065E-11  75 187
 Os-184    1.060E-11  4.269E-14  76 184
 Os-186    5.306E-11  3.470E-12  76 186
 Os-187    4.062E-11  3.602E-12  76 187
 Os-188    4.285E-10  2.927E-11  76 188
 Os-189    4.810E-10  3.587E-11  76 189
 Os-190    8.141E-10  5.865E-11  76 190
 Os-192    1.235E-09  9.204E-11  76 192
 Ir-191    1.069E-09  8.152E-11  77 191
 Ir-193    1.842E-09  1.386E-10  77 193
 Pt-190    4.201E-12  6.056E-14  78 190
 Pt-192    6.306E-11  3.513E-12  78 192
 Pt-194    2.011E-09  1.495E-10  78 194
 Pt-195    2.072E-09  1.542E-10  78 195
 Pt-196    1.647E-09  1.157E-10  78 196
 Pt-198    5.036E-10  3.316E-11  78 198
 Au-197    9.786E-10  6.506E-11  79 197
 Hg-196    1.082E-09  1.807E-13  80 196
 Hg-198    3.634E-10  1.186E-11  80 198
 Hg-199    3.584E-10  2.018E-11  80 199
 Hg-200    6.909E-10  2.776E-11  80 200
 Hg-201    2.868E-10  1.592E-11  80 201
 Hg-202    1.131E-09  3.625E-11  80 202
 Hg-204    4.974E-10  8.416E-12  80 204
 Tl-203    3.579E-10  1.934E-11  81 203
 Tl-205    7.600E-10  4.663E-11  81 205
 Pb-204    3.028E-10  1.760E-11  82 204
 Pb-208    8.215E-09  5.315E-10  82 208
 Bi-209    8.243E-10  5.236E-11  83 209
