H Table: (M=15.0,Z=0.02)
#H Lifetime: 1.385E+07
#H Mfinal: 1.610E+00
 Isotopes  Yields    
 Ga-69     6.519E-06 
 Ga-71     4.182E-06 
 Ge-70     5.866E-06 
 Ge-72     1.481E-05 
 Ge-73     1.594E-06 
 Ge-74     1.111E-05 
 Ge-76     7.097E-07 
 As-75     1.741E-06 
 Se-74     1.048E-07 
 Se-76     1.499E-06 
 Se-77     8.426E-07 
 Se-78     6.499E-06 
 Se-80     4.077E-06 
 Se-82     2.558E-07 
 Br-79     7.042E-07 
 Br-81     6.017E-07 
 Kr-78     2.963E-08 
 Kr-80     3.052E-07 
 Kr-82     1.332E-06 
 Kr-83     7.318E-07 
 Kr-84     5.735E-06 
 Kr-86     1.416E-06 
 Rb-85     7.114E-07 
 Rb-87     6.438E-07 
 Sr-84     1.634E-08 
 Sr-86     4.457E-07 
 Sr-87     2.883E-07 
 Sr-88     5.537E-06 
 Y-89      5.292E-07 
 Zr-90     5.761E-07 
 Zr-91     8.328E-08 
 Zr-92     1.347E-07 
 Zr-94     8.369E-08 
 Zr-96     2.137E-08 
 Nb-93     3.639E-08 
 Mo-92     1.291E-08 
 Mo-94     1.044E-08 
 Mo-95     2.434E-08 
 Mo-96     1.781E-08 
 Mo-97     1.250E-08 
 Mo-98     2.516E-08 
 Mo-100    1.067E-08 
 Ru-96     3.606E-09 
 Ru-98     2.624E-09 
 Ru-99     1.019E-08 
 Ru-100    1.327E-08 
 Ru-101    1.217E-08 
 Ru-102    2.599E-08 
 Ru-104    1.483E-08 
 Rh-103    1.491E-08 
 Pd-102    1.606E-09 
 Pd-104    8.806E-09 
 Pd-105    1.219E-08 
 Pd-106    2.004E-08 
 Pd-108    1.635E-08 
 Pd-110    7.680E-09 
 Ag-107    9.836E-09 
 Ag-109    9.670E-09 
 Cd-106    1.405E-09 
 Cd-108    2.696E-09 
 Cd-110    1.283E-08 
 Cd-111    8.489E-09 
 Cd-112    1.933E-08 
 Cd-113    7.902E-09 
 Cd-114    2.069E-08 
 Cd-116    6.813E-09 
 In-113    4.971E-10 
 In-115    7.560E-09 
 Sn-112    3.809E-09 
 Sn-114    9.171E-09 
 Sn-115    1.200E-09 
 Sn-116    3.253E-08 
 Sn-117    1.250E-08 
 Sn-118    4.453E-08 
 Sn-119    1.397E-08 
 Sn-120    5.698E-08 
 Sn-122    1.079E-08 
 Sn-124    1.209E-08 
 Sb-121    8.529E-09 
 Sb-123    6.265E-09 
 Te-120    4.938E-10 
 Te-122    6.786E-09 
 Te-123    1.970E-09 
 Te-124    1.113E-08 
 Te-125    1.521E-08 
 Te-126    4.223E-08 
 Te-128    6.752E-08 
 Te-130    7.348E-08 
 I-127     1.785E-08 
 Xe-124    1.040E-09 
 Xe-126    2.964E-09 
 Xe-128    9.814E-09 
 Xe-129    5.524E-08 
 Xe-130    1.341E-08 
 Xe-131    4.591E-08 
 Xe-132    6.084E-08 
 Xe-134    2.694E-08 
 Xe-136    2.441E-08 
 Cs-133    1.940E-08 
 Ba-130    3.868E-09 
 Ba-132    6.605E-09 
 Ba-134    1.377E-08 
 Ba-135    1.545E-08 
 Ba-136    2.324E-08 
 Ba-137    2.585E-08 
 Ba-138    1.771E-07 
 La-138    7.744E-11 
 La-139    2.457E-08 
 Ce-136    8.356E-10 
 Ce-138    1.439E-09 
 Ce-140    5.593E-08 
 Ce-142    7.401E-09 
 Pr-141    9.281E-09 
 Nd-142    1.767E-08 
 Nd-143    5.836E-09 
 Nd-144    1.168E-08 
 Nd-145    4.264E-09 
 Nd-146    8.515E-09 
 Nd-148    2.945E-09 
 Nd-150    2.822E-09 
 Sm-144    9.719E-09 
 Sm-147    2.461E-09 
 Sm-148    1.653E-09 
 Sm-149    2.002E-09 
 Sm-150    1.137E-09 
 Sm-152    4.152E-09 
 Sm-154    3.848E-09 
 Eu-151    2.357E-09 
 Eu-153    2.582E-09 
 Gd-152    8.868E-11 
 Gd-154    4.867E-10 
 Gd-155    2.666E-09 
 Gd-156    4.035E-09 
 Gd-157    2.819E-09 
 Gd-158    4.763E-09 
 Gd-160    4.056E-09 
 Tb-159    3.283E-09 
 Dy-156    1.424E-10 
 Dy-158    1.148E-10 
 Dy-160    1.004E-09 
 Dy-161    4.188E-09 
 Dy-162    6.140E-09 
 Dy-163    5.424E-09 
 Dy-164    6.542E-09 
 Ho-165    9.606E-09 
 Er-162    5.296E-10 
 Er-164    5.061E-10 
 Er-166    5.320E-09 
 Er-167    3.302E-09 
 Er-168    4.192E-09 
 Er-170    2.404E-09 
 Tm-169    2.245E-09 
 Yb-168    3.964E-10 
 Yb-170    6.659E-10 
 Yb-171    2.179E-09 
 Yb-172    3.774E-09 
 Yb-173    2.436E-09 
 Yb-174    5.028E-09 
 Yb-176    2.149E-09 
 Lu-175    2.151E-09 
 Lu-176    6.442E-10 
 Hf-174    1.173E-10 
 Hf-176    5.735E-10 
 Hf-177    1.767E-09 
 Hf-178    3.087E-09 
 Hf-179    1.363E-09 
 Hf-180    3.699E-09 
 Ta-180    5.926E-13 
 Ta-181    2.374E-09 
 W-180     6.846E-11 
 W-182     2.706E-09 
 W-183     1.437E-09 
 W-184     3.200E-09 
 W-186     2.778E-09 
 Re-185    1.363E-09 
 Re-187    2.164E-09 
 Os-184    5.829E-11 
 Os-186    7.137E-10 
 Os-187    6.376E-10 
 Os-188    5.969E-09 
 Os-189    6.602E-09 
 Os-190    1.148E-08 
 Os-192    1.755E-08 
 Ir-191    1.476E-08 
 Ir-193    2.538E-08 
 Pt-190    2.308E-11 
 Pt-192    1.205E-09 
 Pt-194    2.924E-08 
 Pt-195    2.879E-08 
 Pt-196    2.379E-08 
 Pt-198    7.042E-09 
 Au-197    1.311E-08 
 Hg-196    9.135E-10 
 Hg-198    5.020E-09 
 Hg-199    5.056E-09 
 Hg-200    9.514E-09 
 Hg-201    4.210E-09 
 Hg-202    1.088E-08 
 Hg-204    3.884E-09 
 Tl-203    5.546E-09 
 Tl-205    1.050E-08 
 Pb-204    5.227E-09 
 Pb-208    1.132E-07 
 Bi-209    1.128E-08 
