H Table: (M=15.0,Z=0.02)
#H Lifetime: 1.385E+07
#H Mfinal: 1.610E+00
 Isotopes  Yields    
 H-1       6.526E+00 
 H-2       1.345E-05 
 He-3      3.625E-04 
 He-4      5.067E+00 
 Li-7      7.674E-11 
 B-11      3.156E-08 
 C-12      1.543E-01 
 C-13      1.000E-03 
 N-14      4.965E-02 
 N-15      8.457E-05 
 O-16      9.162E-01 
 O-17      6.673E-05 
 O-18      5.592E-03 
 F-19      1.876E-05 
 Ne-20     7.256E-02 
 Ne-21     1.478E-03 
 Ne-22     1.406E-02 
 Na-23     2.597E-03 
 Mg-24     2.842E-02 
 Mg-25     4.743E-03 
 Mg-26     7.889E-03 
 Al-27     2.965E-03 
 Si-28     1.494E-01 
 Si-29     8.158E-03 
 Si-30     3.494E-02 
 P-31      1.201E-02 
 Pb-206    3.804E-08 
 Pb-207    3.984E-08 
 S-32      5.666E-02 
 S-33      2.668E-03 
 S-34      1.421E-01 
 S-36      4.112E-04 
 Cl-35     8.430E-03 
 Cl-37     4.714E-04 
 Ar-36     5.762E-03 
 Ar-38     3.331E-02 
 Ar-40     5.055E-05 
 K-39      1.959E-03 
 K-40      1.165E-04 
 K-41      6.694E-05 
 Ca-40     1.970E-03 
 Ca-42     5.619E-04 
 Ca-43     7.558E-05 
 Ca-44     1.361E-04 
 Ca-46     4.285E-06 
 Ca-48     2.355E-06 
 Sc-45     3.457E-05 
 Ti-46     6.005E-05 
 Ti-47     2.260E-05 
 Ti-48     8.435E-05 
 Ti-49     1.737E-05 
 Ti-50     1.129E-05 
 V-50      1.421E-06 
 V-51      3.294E-05 
 Cr-50     2.132E-04 
 Cr-52     8.825E-04 
 Cr-53     1.814E-04 
 Cr-54     2.287E-05 
 Mn-55     1.092E-03 
 Fe-54     1.441E-02 
 Fe-56     4.306E-02 
 Fe-57     1.667E-03 
 Fe-58     5.637E-04 
 Co-59     4.033E-04 
 Ni-58     1.058E-02 
 Ni-60     9.556E-04 
 Ni-61     1.685E-04 
 Ni-62     1.103E-03 
 Ni-64     1.109E-04 
 Cu-63     7.517E-05 
 Cu-65     5.013E-05 
 Zn-64     1.734E-05 
 Zn-66     7.182E-05 
 Zn-67     1.155E-05 
 Zn-68     5.470E-05 
 Zn-70     1.327E-06 
