H Table: (M=4.0,Z=0.02)
 #H Lifetime: 2.151E+08
 #H Mfinal: 8.180E-01
 Isotopes  Yields     X0         Z  A  
















































































































































































































































































































































































































































































































































































































































































































































































































































